LIBOR_date,LIBOR_price,OIS_date,OIS_price,Oil_date,Oil_price,US_equity_index_date,US_equity_index,US10Y_date,US10Y_yield,USD_trade_weighted_date,USD_trade_weighted_index
11/30/2007,5.13125,10/9/2007,4.6695,12/18/2007,90.49,12/11/2007,1477.65,10/10/2007,4.6495,12/12/2007,82.29
12/3/2007,5.14063,10/10/2007,4.648,12/19/2007,91.24,12/12/2007,1486.59,10/11/2007,4.6355,12/13/2007,82.61
12/4/2007,5.15,10/11/2007,4.6495,12/20/2007,91.06,12/13/2007,1488.41,10/12/2007,4.6812,12/14/2007,82.91
12/5/2007,5.15063,10/12/2007,4.677,12/21/2007,93.31,12/14/2007,1467.95,10/15/2007,4.6772,12/17/2007,82.97
12/6/2007,5.14625,10/15/2007,4.673,12/24/2007,94.13,12/17/2007,1445.9,10/16/2007,4.6473,12/18/2007,83.01
12/7/2007,5.14063,10/16/2007,4.6355,12/26/2007,95.97,12/18/2007,1454.98,10/17/2007,4.5522,12/19/2007,83.04
12/10/2007,5.1325,10/17/2007,4.595,12/27/2007,96.62,12/19/2007,1453,10/18/2007,4.4893,12/20/2007,82.9
12/11/2007,5.11125,10/18/2007,4.532,12/28/2007,96,12/20/2007,1460.12,10/19/2007,4.3915,12/21/2007,82.88
12/12/2007,5.0575,10/19/2007,4.452,12/31/2007,95.98,12/21/2007,1484.46,10/22/2007,4.4108,12/26/2007,82.51
12/13/2007,4.99063,10/22/2007,4.4965,1/2/2008,99.62,12/24/2007,1496.45,10/23/2007,4.403,12/27/2007,82.33
12/14/2007,4.96625,10/23/2007,4.4805,1/3/2008,99.18,12/26/2007,1497.66,10/24/2007,4.3388,12/28/2007,82.01
12/17/2007,4.94125,10/24/2007,4.413,1/4/2008,97.91,12/27/2007,1476.37,10/25/2007,4.3775,12/31/2007,82.48
12/18/2007,4.92625,10/25/2007,4.403,1/7/2008,95.09,12/28/2007,1478.49,10/26/2007,4.4006,1/2/2008,81.8
12/19/2007,4.91,10/26/2007,4.39,1/8/2008,96.33,12/31/2007,1468.36,10/29/2007,4.3811,1/3/2008,81.71
12/20/2007,4.88375,10/29/2007,4.438,1/9/2008,95.67,1/2/2008,1447.16,10/30/2007,4.379,1/4/2008,81.69
12/21/2007,4.8575,10/30/2007,4.4525,1/10/2008,93.71,1/3/2008,1447.16,10/31/2007,4.4708,1/7/2008,82.01
12/24/2007,4.8425,10/31/2007,4.464,1/11/2008,92.69,1/4/2008,1411.63,11/1/2007,4.3458,1/8/2008,81.83
12/27/2007,4.83,11/1/2007,4.41,1/14/2008,94.2,1/7/2008,1416.18,11/2/2007,4.3165,1/9/2008,82.19
12/28/2007,4.72875,11/2/2007,4.402,1/15/2008,91.9,1/8/2008,1390.19,11/5/2007,4.3338,1/10/2008,82.15
12/31/2007,4.7025,11/5/2007,4.4045,1/16/2008,90.84,1/9/2008,1409.13,11/6/2007,4.3726,1/11/2008,82.08
1/2/2008,4.68063,11/6/2007,4.3915,1/17/2008,90.13,1/10/2008,1420.33,11/7/2007,4.3084,1/14/2008,81.84
1/3/2008,4.64625,11/7/2007,4.368,1/18/2008,90.57,1/11/2008,1401.02,11/8/2007,4.2829,1/15/2008,81.66
1/4/2008,4.62,11/8/2007,4.33,1/22/2008,89.85,1/14/2008,1416.25,11/9/2007,4.2133,1/16/2008,82.1
1/7/2008,4.54313,11/9/2007,4.3175,1/23/2008,86.99,1/15/2008,1380.95,11/12/2007,4.2133,1/17/2008,82.08
1/8/2008,4.505,11/12/2007,4.3155,1/24/2008,89.41,1/16/2008,1373.2,11/13/2007,4.2635,1/18/2008,82.21
1/9/2008,4.4425,11/13/2007,4.353,1/25/2008,90.71,1/17/2008,1333.25,11/14/2007,4.25,1/22/2008,82.18
1/10/2008,4.37688,11/14/2007,4.343,1/28/2008,90.99,1/18/2008,1325.19,11/15/2007,4.1403,1/23/2008,82.12
1/11/2008,4.2575,11/15/2007,4.297,1/29/2008,91.64,1/22/2008,1310.5,11/16/2007,4.167,1/24/2008,81.6
1/14/2008,4.055,11/16/2007,4.301,1/30/2008,92.33,1/23/2008,1338.6,11/19/2007,4.0714,1/25/2008,81.62
1/15/2008,3.9975,11/19/2007,4.273,1/31/2008,91.75,1/24/2008,1352.07,11/20/2007,4.0961,1/28/2008,81.4
1/16/2008,3.95125,11/20/2007,4.285,2/1/2008,88.96,1/25/2008,1330.61,11/21/2007,4.0067,1/29/2008,81.31
1/17/2008,3.92625,11/21/2007,4.2315,2/4/2008,90.02,1/28/2008,1353.97,11/22/2007,4.0065,1/30/2008,81.23
1/18/2008,3.89375,11/22/2007,4.2215,2/5/2008,88.41,1/29/2008,1362.3,11/23/2007,3.9989,1/31/2008,81.19
1/21/2008,3.8475,11/23/2007,4.2385,2/6/2008,87.14,1/30/2008,1355.81,11/26/2007,3.8391,2/1/2008,81.02
1/22/2008,3.7175,11/26/2007,4.193,2/7/2008,88.11,1/31/2008,1378.55,11/27/2007,3.9477,2/4/2008,81.03
1/23/2008,3.33125,11/27/2007,4.239,2/8/2008,91.77,2/1/2008,1395.42,11/28/2007,4.0347,2/5/2008,81.53
1/24/2008,3.24375,11/28/2007,4.217,2/11/2008,93.59,2/4/2008,1380.82,11/29/2007,3.9344,2/6/2008,81.46
1/25/2008,3.30625,11/29/2007,4.143,2/12/2008,92.78,2/5/2008,1336.64,11/30/2007,3.9379,2/7/2008,81.81
1/28/2008,3.25125,11/30/2007,4.126,2/13/2008,93.27,2/6/2008,1326.45,12/3/2007,3.8459,2/8/2008,81.63
1/29/2008,3.24375,12/3/2007,4.117,2/14/2008,95.46,2/7/2008,1336.91,12/4/2007,3.8926,2/11/2008,81.59
1/30/2008,3.23938,12/4/2007,4.0865,2/15/2008,95.5,2/8/2008,1331.29,12/5/2007,3.9547,2/12/2008,81.43
1/31/2008,3.11188,12/5/2007,4.0985,2/19/2008,100.01,2/11/2008,1339.13,12/6/2007,4.0076,2/13/2008,81.6
2/1/2008,3.095,12/6/2007,4.099,2/20/2008,100.74,2/12/2008,1348.86,12/7/2007,4.1048,2/14/2008,81.4
2/4/2008,3.145,12/7/2007,4.113,2/21/2008,98.23,2/13/2008,1367.21,12/10/2007,4.1567,2/15/2008,81.41
2/5/2008,3.16188,12/10/2007,4.109,2/22/2008,98.81,2/14/2008,1348.86,12/11/2007,3.9694,2/19/2008,81.47
2/6/2008,3.1275,12/11/2007,4.098,2/25/2008,99.23,2/15/2008,1349.99,12/12/2007,4.0893,2/20/2008,81.77
2/7/2008,3.09625,12/12/2007,4.1015,2/26/2008,100.88,2/19/2008,1348.78,12/13/2007,4.2011,2/21/2008,81.31
2/8/2008,3.08813,12/13/2007,4.108,2/27/2008,99.64,2/20/2008,1360.03,12/14/2007,4.234,2/22/2008,81.27
2/11/2008,3.07,12/14/2007,4.1375,2/28/2008,102.59,2/21/2008,1342.53,12/17/2007,4.1449,2/25/2008,81.12
2/12/2008,3.0675,12/17/2007,4.11,2/29/2008,101.84,2/22/2008,1353.11,12/18/2007,4.1179,2/26/2008,80.72
2/13/2008,3.065,12/18/2007,4.1065,3/3/2008,102.45,2/25/2008,1371.8,12/19/2007,4.0278,2/27/2008,80.03
2/14/2008,3.065,12/19/2007,4.0885,3/4/2008,99.52,2/26/2008,1381.29,12/20/2007,4.0507,2/28/2008,79.68
2/15/2008,3.07,12/20/2007,4.0685,3/5/2008,104.52,2/27/2008,1380.02,12/21/2007,4.1679,2/29/2008,79.66
2/18/2008,3.07,12/21/2007,4.113,3/6/2008,105.47,2/28/2008,1367.68,12/24/2007,4.2125,3/3/2008,79.73
2/19/2008,3.07,12/24/2007,4.1055,3/7/2008,105.15,2/29/2008,1330.63,12/25/2007,4.2125,3/4/2008,79.73
2/20/2008,3.07813,12/25/2007,4.1165,3/10/2008,107.9,3/3/2008,1331.34,12/26/2007,4.2749,3/5/2008,79.69
2/21/2008,3.0925,12/26/2007,4.107,3/11/2008,108.75,3/4/2008,1326.75,12/27/2007,4.1969,3/6/2008,79.43
2/22/2008,3.08,12/27/2007,4.087,3/12/2008,109.92,3/5/2008,1333.7,12/28/2007,4.0732,3/7/2008,79.58
2/25/2008,3.08938,12/28/2007,4.0705,3/13/2008,110.33,3/6/2008,1304.34,12/31/2007,4.0232,3/10/2008,79.57
2/26/2008,3.09,12/31/2007,4.0395,3/14/2008,110.21,3/7/2008,1293.37,1/1/2008,4.0231,3/11/2008,79.69
2/27/2008,3.085,1/1/2008,4.0525,3/17/2008,105.68,3/10/2008,1273.37,1/2/2008,3.9033,3/12/2008,79.32
2/28/2008,3.07563,1/2/2008,3.9925,3/18/2008,109.42,3/11/2008,1320.65,1/3/2008,3.8918,3/13/2008,78.9
2/29/2008,3.0575,1/3/2008,3.9555,3/19/2008,104.48,3/12/2008,1308.77,1/4/2008,3.8651,3/14/2008,78.88
3/3/2008,3.01438,1/4/2008,3.885,3/20/2008,101.84,3/13/2008,1315.48,1/7/2008,3.8311,3/17/2008,78.68
3/4/2008,3.00813,1/7/2008,3.8725,3/24/2008,100.86,3/14/2008,1288.14,1/8/2008,3.7822,3/18/2008,80.54
3/5/2008,3,1/8/2008,3.853,3/25/2008,101.22,3/17/2008,1276.6,1/9/2008,3.8215,3/19/2008,80.96
3/6/2008,2.99,1/9/2008,3.838,3/26/2008,105.9,3/18/2008,1330.74,1/10/2008,3.8837,3/20/2008,81.57
3/7/2008,2.93875,1/10/2008,3.7715,3/27/2008,107.58,3/19/2008,1298.42,1/11/2008,3.7835,3/21/2008,81.53
3/10/2008,2.90125,1/11/2008,3.638,3/28/2008,105.62,3/20/2008,1329.51,1/14/2008,3.7647,3/24/2008,81.63
3/11/2008,2.8675,1/14/2008,3.608,3/31/2008,101.58,3/24/2008,1349.88,1/15/2008,3.6751,3/25/2008,81.17
3/12/2008,2.85,1/15/2008,3.616,4/1/2008,100.98,3/25/2008,1352.99,1/16/2008,3.7345,3/26/2008,80.88
3/13/2008,2.8,1/16/2008,3.6335,4/2/2008,104.83,3/26/2008,1341.13,1/17/2008,3.6211,3/27/2008,80.9
3/14/2008,2.76375,1/17/2008,3.5315,4/3/2008,103.83,3/27/2008,1325.76,1/18/2008,3.6297,3/28/2008,81.05
3/17/2008,2.57875,1/18/2008,3.4735,4/4/2008,106.23,3/28/2008,1315.22,1/21/2008,3.6296,3/31/2008,81.1
3/18/2008,2.54188,1/21/2008,3.413,4/7/2008,109.09,3/31/2008,1322.7,1/22/2008,3.4332,4/1/2008,81.47
3/19/2008,2.59875,1/22/2008,2.9075,4/8/2008,108.5,4/1/2008,1370.18,1/23/2008,3.598,4/2/2008,81.35
3/20/2008,2.60625,1/23/2008,2.8795,4/9/2008,110.87,4/2/2008,1367.53,1/24/2008,3.7018,4/3/2008,81.11
3/25/2008,2.655,1/24/2008,3.0005,4/10/2008,110.11,4/3/2008,1369.31,1/25/2008,3.5494,4/4/2008,80.99
3/26/2008,2.67125,1/25/2008,2.9245,4/11/2008,110.14,4/4/2008,1370.4,1/28/2008,3.5806,4/7/2008,81.09
3/27/2008,2.69625,1/28/2008,2.887,4/14/2008,111.76,4/7/2008,1372.54,1/29/2008,3.6769,4/8/2008,81.2
3/28/2008,2.6975,1/29/2008,2.9195,4/15/2008,113.79,4/8/2008,1365.54,1/30/2008,3.6656,4/9/2008,81.06
3/31/2008,2.68813,1/30/2008,2.7995,4/16/2008,114.93,4/9/2008,1354.49,1/31/2008,3.5931,4/10/2008,81
4/1/2008,2.68375,1/31/2008,2.7365,4/17/2008,114.86,4/10/2008,1360.55,2/1/2008,3.5926,4/11/2008,80.94
4/2/2008,2.7,2/1/2008,2.732,4/18/2008,116.69,4/11/2008,1332.83,2/4/2008,3.6444,4/14/2008,80.8
4/3/2008,2.7275,2/4/2008,2.733,4/21/2008,117.48,4/14/2008,1328.32,2/5/2008,3.5701,4/15/2008,80.91
4/4/2008,2.7275,2/5/2008,2.6065,4/22/2008,119.37,4/15/2008,1334.43,2/6/2008,3.5885,4/16/2008,80.48
4/7/2008,2.71,2/6/2008,2.5925,4/23/2008,118.3,4/16/2008,1364.71,2/7/2008,3.7569,4/17/2008,80.7
4/8/2008,2.71,2/7/2008,2.6165,4/24/2008,116.06,4/17/2008,1365.56,2/8/2008,3.6428,4/18/2008,81.13
4/9/2008,2.71563,2/8/2008,2.5775,4/25/2008,118.52,4/18/2008,1390.33,2/11/2008,3.6144,4/21/2008,80.89
4/10/2008,2.71,2/11/2008,2.579,4/28/2008,118.75,4/21/2008,1388.17,2/12/2008,3.6579,4/22/2008,80.55
4/11/2008,2.71313,2/12/2008,2.584,4/29/2008,115.63,4/22/2008,1375.94,2/13/2008,3.7282,4/23/2008,80.98
4/14/2008,2.70875,2/13/2008,2.5745,4/30/2008,113.46,4/23/2008,1379.93,2/14/2008,3.8163,4/24/2008,81.27
4/15/2008,2.71594,2/14/2008,2.534,5/1/2008,112.52,4/24/2008,1388.82,2/15/2008,3.7686,4/25/2008,81.37
4/16/2008,2.73375,2/15/2008,2.537,5/2/2008,116.32,4/25/2008,1397.84,2/18/2008,3.7686,4/28/2008,81.35
4/17/2008,2.8175,2/18/2008,2.5475,5/5/2008,119.97,4/28/2008,1396.37,2/19/2008,3.8959,4/29/2008,81.39
4/18/2008,2.9075,2/19/2008,2.5825,5/6/2008,121.84,4/29/2008,1390.94,2/20/2008,3.8902,4/30/2008,81.48
4/21/2008,2.92,2/20/2008,2.5995,5/7/2008,123.53,4/30/2008,1385.59,2/21/2008,3.7706,5/1/2008,79.79
4/22/2008,2.92,2/21/2008,2.538,5/8/2008,123.69,5/1/2008,1409.34,2/22/2008,3.8015,5/2/2008,79.95
4/23/2008,2.92,2/22/2008,2.5625,5/9/2008,125.96,5/2/2008,1413.9,2/25/2008,3.8964,5/5/2008,79.79
4/24/2008,2.90688,2/25/2008,2.585,5/12/2008,124.23,5/5/2008,1407.49,2/26/2008,3.8596,5/6/2008,79.54
4/25/2008,2.9125,2/26/2008,2.553,5/13/2008,125.8,5/6/2008,1418.26,2/27/2008,3.8481,5/7/2008,79.97
4/28/2008,2.89938,2/27/2008,2.491,5/14/2008,124.22,5/7/2008,1392.57,2/28/2008,3.6697,5/8/2008,80.05
4/29/2008,2.87281,2/28/2008,2.4085,5/15/2008,124.12,5/8/2008,1397.68,2/29/2008,3.5092,5/9/2008,79.76
4/30/2008,2.85,2/29/2008,2.287,5/16/2008,126.29,5/9/2008,1388.28,3/3/2008,3.5468,5/12/2008,79.65
5/1/2008,2.78438,3/3/2008,2.2855,5/19/2008,127.05,5/12/2008,1403.58,3/4/2008,3.6242,5/13/2008,79.8
5/2/2008,2.77,3/4/2008,2.2845,5/20/2008,129.07,5/13/2008,1403.04,3/5/2008,3.668,5/14/2008,79.99
5/6/2008,2.7575,3/5/2008,2.311,5/21/2008,133.17,5/14/2008,1408.66,3/6/2008,3.5826,5/15/2008,79.79
5/7/2008,2.73438,3/6/2008,2.1725,5/22/2008,130.81,5/15/2008,1423.57,3/7/2008,3.5317,5/16/2008,79.36
5/8/2008,2.71563,3/7/2008,2.168,5/23/2008,132.19,5/16/2008,1425.35,3/10/2008,3.4549,5/19/2008,79.43
5/9/2008,2.685,3/10/2008,2.1325,5/27/2008,128.85,5/19/2008,1426.63,3/11/2008,3.5921,5/20/2008,79.16
5/12/2008,2.67813,3/11/2008,2.263,5/28/2008,131.03,5/20/2008,1413.4,3/12/2008,3.4604,5/21/2008,78.78
5/13/2008,2.67563,3/12/2008,2.2265,5/29/2008,126.62,5/21/2008,1390.71,3/13/2008,3.5261,5/22/2008,78.95
5/14/2008,2.72,3/13/2008,2.147,5/30/2008,127.35,5/22/2008,1394.35,3/14/2008,3.4679,5/23/2008,78.8
5/15/2008,2.71875,3/14/2008,1.941,6/2/2008,127.76,5/23/2008,1375.93,3/17/2008,3.3061,5/27/2008,79.04
5/16/2008,2.695,3/17/2008,1.765,6/3/2008,124.31,5/27/2008,1385.35,3/18/2008,3.4828,5/28/2008,79.14
5/19/2008,2.6775,3/18/2008,1.97,6/4/2008,122.3,5/28/2008,1390.84,3/19/2008,3.3282,5/29/2008,79.24
5/20/2008,2.6575,3/19/2008,1.9375,6/5/2008,127.79,5/29/2008,1398.26,3/20/2008,3.3336,5/30/2008,79.32
5/21/2008,2.63813,3/20/2008,1.9995,6/6/2008,138.54,5/30/2008,1400.38,3/21/2008,3.3335,6/2/2008,79.32
5/22/2008,2.63813,3/21/2008,1.9995,6/9/2008,134.35,6/2/2008,1385.67,3/24/2008,3.5563,6/3/2008,79.48
5/23/2008,2.64563,3/24/2008,2.032,6/10/2008,131.31,6/3/2008,1377.65,3/25/2008,3.5053,6/4/2008,79.66
5/27/2008,2.64438,3/25/2008,2.0145,6/11/2008,136.38,6/4/2008,1377.2,3/26/2008,3.4602,6/5/2008,79.79
5/28/2008,2.64938,3/26/2008,2.0005,6/12/2008,136.74,6/5/2008,1404.05,3/27/2008,3.528,6/6/2008,79.5
5/29/2008,2.68188,3/27/2008,1.982,6/13/2008,134.86,6/6/2008,1360.68,3/28/2008,3.4414,6/9/2008,79.65
5/30/2008,2.68063,3/28/2008,1.9735,6/16/2008,134.61,6/9/2008,1361.76,3/31/2008,3.4096,6/10/2008,80.17
6/2/2008,2.67625,3/31/2008,1.9555,6/17/2008,134.01,6/10/2008,1358.44,4/1/2008,3.5583,6/11/2008,79.94
6/3/2008,2.67313,4/1/2008,2.0165,6/18/2008,136.68,6/11/2008,1335.49,4/2/2008,3.5963,6/12/2008,80.37
6/4/2008,2.67188,4/2/2008,2.0255,6/19/2008,131.93,6/12/2008,1339.87,4/3/2008,3.5773,6/13/2008,80.51
6/5/2008,2.67688,4/3/2008,2.0005,6/20/2008,134.62,6/13/2008,1360.03,4/4/2008,3.4657,6/16/2008,80.21
6/6/2008,2.69563,4/4/2008,1.9655,6/23/2008,136.74,6/16/2008,1360.14,4/7/2008,3.5356,6/17/2008,80.02
6/9/2008,2.69125,4/7/2008,1.973,6/24/2008,137,6/17/2008,1350.93,4/8/2008,3.5564,6/18/2008,80.03
6/10/2008,2.78625,4/8/2008,1.9455,6/25/2008,134.55,6/18/2008,1337.81,4/9/2008,3.4807,6/19/2008,79.93
6/11/2008,2.78813,4/9/2008,1.9415,6/26/2008,139.64,6/19/2008,1342.83,4/10/2008,3.5394,6/20/2008,79.75
6/12/2008,2.77625,4/10/2008,1.923,6/27/2008,140.21,6/20/2008,1317.93,4/11/2008,3.4694,6/23/2008,80
6/13/2008,2.81375,4/11/2008,1.915,6/30/2008,140,6/23/2008,1318,4/14/2008,3.5109,6/24/2008,79.8
6/16/2008,2.8125,4/14/2008,1.923,7/1/2008,140.97,6/24/2008,1314.29,4/15/2008,3.6003,6/25/2008,79.87
6/17/2008,2.80875,4/15/2008,1.952,7/2/2008,143.57,6/25/2008,1321.97,4/16/2008,3.6886,6/26/2008,79.5
6/18/2008,2.8025,4/16/2008,1.9625,7/3/2008,145.29,6/26/2008,1283.15,4/17/2008,3.7273,6/27/2008,79.37
6/19/2008,2.80125,4/17/2008,1.966,7/7/2008,141.37,6/27/2008,1278.38,4/18/2008,3.7061,6/30/2008,79.47
6/20/2008,2.80188,4/18/2008,2.019,7/8/2008,136.04,6/30/2008,1280,4/21/2008,3.7255,7/1/2008,79.52
6/23/2008,2.80438,4/21/2008,2.02,7/9/2008,136.05,7/1/2008,1284.91,4/22/2008,3.6908,7/2/2008,79.26
6/24/2008,2.80938,4/22/2008,2.0465,7/10/2008,141.65,7/2/2008,1261.52,4/23/2008,3.7314,7/3/2008,79.69
6/25/2008,2.80813,4/23/2008,2.0385,7/11/2008,145.08,7/3/2008,1262.9,4/24/2008,3.8249,7/7/2008,79.8
6/26/2008,2.80063,4/24/2008,2.033,7/14/2008,145.18,7/7/2008,1252.31,4/25/2008,3.8703,7/8/2008,79.79
6/27/2008,2.79125,4/25/2008,2.0455,7/15/2008,138.74,7/8/2008,1273.7,4/28/2008,3.8252,7/9/2008,79.33
6/30/2008,2.78313,4/28/2008,2.0405,7/16/2008,134.6,7/9/2008,1244.69,4/29/2008,3.8194,7/10/2008,79.26
7/1/2008,2.7875,4/29/2008,2.0335,7/17/2008,129.29,7/10/2008,1253.39,4/30/2008,3.7279,7/11/2008,78.98
7/2/2008,2.79125,4/30/2008,1.975,7/18/2008,128.88,7/11/2008,1239.49,5/1/2008,3.763,7/14/2008,78.9
7/3/2008,2.79125,5/1/2008,1.9825,7/21/2008,131.04,7/14/2008,1228.3,5/2/2008,3.8551,7/15/2008,78.62
7/4/2008,2.78938,5/2/2008,1.9875,7/22/2008,127.95,7/15/2008,1214.91,5/5/2008,3.867,7/16/2008,78.63
7/7/2008,2.79125,5/5/2008,1.9955,7/23/2008,124.44,7/16/2008,1245.36,5/6/2008,3.9164,7/17/2008,78.72
7/8/2008,2.79,5/6/2008,1.9885,7/24/2008,125.49,7/17/2008,1260.32,5/7/2008,3.8475,7/18/2008,78.91
7/9/2008,2.79188,5/7/2008,1.9845,7/25/2008,123.26,7/18/2008,1260.68,5/8/2008,3.7748,7/21/2008,78.85
7/10/2008,2.78813,5/8/2008,1.9805,7/28/2008,124.73,7/21/2008,1260,5/9/2008,3.7692,7/22/2008,79.03
7/11/2008,2.79063,5/9/2008,1.99,7/29/2008,122.19,7/22/2008,1277,5/12/2008,3.7974,7/23/2008,79.12
7/14/2008,2.79063,5/12/2008,1.9855,7/30/2008,126.77,7/23/2008,1282.19,5/13/2008,3.9131,7/24/2008,79.21
7/15/2008,2.78938,5/13/2008,1.9955,7/31/2008,124.08,7/24/2008,1252.54,5/14/2008,3.9112,7/25/2008,79.25
7/16/2008,2.785,5/14/2008,1.993,8/1/2008,125.1,7/25/2008,1257.76,5/15/2008,3.8144,7/28/2008,79.3
7/17/2008,2.78625,5/15/2008,1.9835,8/4/2008,121.41,7/28/2008,1234.37,5/16/2008,3.8446,7/29/2008,79.64
7/18/2008,2.79063,5/16/2008,1.9845,8/5/2008,119.17,7/29/2008,1263.2,5/19/2008,3.8294,7/30/2008,79.64
7/21/2008,2.79938,5/19/2008,1.9775,8/6/2008,118.58,7/30/2008,1284.26,5/20/2008,3.7746,7/31/2008,79.64
7/22/2008,2.79625,5/20/2008,1.9825,8/7/2008,120.02,7/31/2008,1267.38,5/21/2008,3.8067,8/1/2008,79.59
7/23/2008,2.8,5/21/2008,1.9905,8/8/2008,115.2,8/1/2008,1260.31,5/22/2008,3.9111,8/4/2008,79.82
7/24/2008,2.795,5/22/2008,1.992,8/11/2008,114.45,8/4/2008,1249.01,5/23/2008,3.8425,8/5/2008,80.07
7/25/2008,2.79313,5/23/2008,1.9835,8/12/2008,113.01,8/5/2008,1284.88,5/26/2008,3.8425,8/6/2008,80.38
7/28/2008,2.79625,5/26/2008,1.9785,8/13/2008,116,8/6/2008,1289.19,5/27/2008,3.9188,8/7/2008,80.65
7/29/2008,2.79875,5/27/2008,1.9925,8/14/2008,115.01,8/7/2008,1266.07,5/28/2008,4.0033,8/8/2008,81.61
7/30/2008,2.80063,5/28/2008,1.9975,8/15/2008,113.77,8/8/2008,1296.32,5/29/2008,4.075,8/11/2008,81.8
7/31/2008,2.79125,5/29/2008,2.0105,8/18/2008,112.87,8/11/2008,1305.32,5/30/2008,4.0595,8/12/2008,81.79
8/1/2008,2.79438,5/30/2008,2.0055,8/19/2008,114.53,8/12/2008,1289.59,6/2/2008,3.9571,8/13/2008,81.84
8/4/2008,2.79813,6/2/2008,2.0025,8/20/2008,114.98,8/13/2008,1285.83,6/3/2008,3.8939,8/14/2008,81.95
8/5/2008,2.80188,6/3/2008,2.0005,8/21/2008,121.18,8/14/2008,1292.93,6/4/2008,3.9764,8/15/2008,82.28
8/6/2008,2.8025,6/4/2008,2.0155,8/22/2008,114.59,8/15/2008,1298.2,6/5/2008,4.0383,8/18/2008,82.1
8/7/2008,2.8025,6/5/2008,2.0125,8/25/2008,115.11,8/18/2008,1278.6,6/6/2008,3.9092,8/19/2008,82.13
8/8/2008,2.80375,6/6/2008,2.017,8/26/2008,116.27,8/19/2008,1266.69,6/9/2008,3.9977,8/20/2008,82.2
8/11/2008,2.80375,6/9/2008,2.055,8/27/2008,118.15,8/20/2008,1274.54,6/10/2008,4.1027,8/21/2008,81.44
8/12/2008,2.80438,6/10/2008,2.097,8/28/2008,115.59,8/21/2008,1277.72,6/11/2008,4.0735,8/22/2008,81.84
8/13/2008,2.80438,6/11/2008,2.082,8/29/2008,115.46,8/22/2008,1292.2,6/12/2008,4.2108,8/25/2008,81.82
8/14/2008,2.80688,6/12/2008,2.1485,9/2/2008,109.71,8/25/2008,1266.84,6/13/2008,4.2565,8/26/2008,82.3
8/15/2008,2.80875,6/13/2008,2.135,9/3/2008,109.35,8/26/2008,1271.51,6/16/2008,4.2666,8/27/2008,82.18
8/18/2008,2.81,6/16/2008,2.1595,9/4/2008,107.89,8/27/2008,1281.66,6/17/2008,4.1973,8/28/2008,82.25
8/19/2008,2.81125,6/17/2008,2.1005,9/5/2008,106.23,8/28/2008,1300.68,6/18/2008,4.1363,8/29/2008,82.51
8/20/2008,2.81188,6/18/2008,2.0905,9/8/2008,106.34,8/29/2008,1282.83,6/19/2008,4.2073,9/2/2008,83.22
8/21/2008,2.81063,6/19/2008,2.094,9/9/2008,103.26,9/2/2008,1277.58,6/20/2008,4.1641,9/3/2008,83.11
8/22/2008,2.81,6/20/2008,2.0945,9/10/2008,102.58,9/3/2008,1274.98,6/23/2008,4.1641,9/4/2008,83.36
8/26/2008,2.80938,6/23/2008,2.096,9/11/2008,100.87,9/4/2008,1236.83,6/24/2008,4.0818,9/5/2008,83.36
8/27/2008,2.81,6/24/2008,2.0955,9/12/2008,101.18,9/5/2008,1242.31,6/25/2008,4.0994,9/8/2008,83.66
8/28/2008,2.81,6/25/2008,2.08,9/15/2008,95.71,9/8/2008,1267.79,6/26/2008,4.033,9/9/2008,83.52
8/29/2008,2.81063,6/26/2008,2.067,9/16/2008,91.15,9/9/2008,1224.51,6/27/2008,3.9652,9/10/2008,84
9/1/2008,2.81,6/27/2008,2.067,9/17/2008,97.16,9/10/2008,1232.04,6/30/2008,3.969,9/11/2008,84.28
9/2/2008,2.81313,6/30/2008,2.0755,9/18/2008,97.88,9/11/2008,1249.05,7/1/2008,4.002,9/12/2008,83.52
9/3/2008,2.81375,7/1/2008,2.069,9/19/2008,104.55,9/12/2008,1251.7,7/2/2008,3.9575,9/15/2008,83.54
9/4/2008,2.815,7/2/2008,2.077,9/22/2008,120.92,9/15/2008,1192.7,7/3/2008,3.975,9/16/2008,83.88
9/5/2008,2.81438,7/3/2008,2.059,9/23/2008,106.61,9/16/2008,1213.59,7/4/2008,3.975,9/17/2008,83.92
9/8/2008,2.81688,7/4/2008,2.0585,9/24/2008,105.73,9/17/2008,1156.39,7/7/2008,3.8995,9/18/2008,83.45
9/9/2008,2.81813,7/7/2008,2.057,9/25/2008,108.02,9/18/2008,1206.51,7/8/2008,3.8822,9/19/2008,83.02
9/10/2008,2.81875,7/8/2008,2.0585,9/26/2008,106.89,9/19/2008,1255.08,7/9/2008,3.8112,9/22/2008,82.28
9/11/2008,2.81875,7/9/2008,2.0555,9/29/2008,96.37,9/22/2008,1207.09,7/10/2008,3.7959,9/23/2008,82.27
9/12/2008,2.81875,7/10/2008,2.0605,9/30/2008,100.64,9/23/2008,1188.22,7/11/2008,3.9576,9/24/2008,82.56
9/15/2008,2.81625,7/11/2008,2.0565,10/1/2008,98.53,9/24/2008,1185.87,7/14/2008,3.8553,9/25/2008,82.58
9/16/2008,2.87625,7/14/2008,2.046,10/2/2008,93.97,9/25/2008,1209.18,7/15/2008,3.8188,9/26/2008,82.7
9/17/2008,3.0625,7/15/2008,2.0275,10/3/2008,93.88,9/26/2008,1213.01,7/16/2008,3.9344,9/29/2008,83.21
