	token0	token1	token2	token3	token4	token5	token6	token7	token8	token9
1256	4	0	1	3	3	2	3	5	5	5
1257	0	1	3	2	3	5	5	5	5	5
1258	4	0	1	3	2	4	3	5	5	5
1259	4	0	1	3	2	3	5	5	5	5
1260	4	4	4	0	1	3	2	3	5	5
1261	0	1	3	2	3	5	5	5	5	5
1262	0	1	3	3	2	5	5	5	5	5
1263	4	0	1	3	2	3	5	5	5	5
1264	4	4	0	1	3	3	2	5	3	5
1265	4	4	0	1	3	3	2	5	5	5
1266	4	0	1	3	3	2	5	3	3	5
1267	4	4	0	1	3	3	2	3	5	5
1268	0	1	3	3	2	3	5	5	5	5
1269	0	1	3	3	2	5	3	3	5	5
1270	4	4	0	1	3	2	5	5	5	5
1271	0	1	3	2	3	3	5	5	5	5
1272	0	1	3	3	2	5	3	5	5	5
1273	4	0	1	3	3	2	3	3	5	5
1274	4	0	1	3	3	2	5	5	5	5
1275	4	4	0	1	3	2	4	3	5	5
1276	0	1	3	2	3	5	5	5	5	5
1277	4	0	1	3	3	2	3	5	5	5
1278	0	1	3	3	2	4	3	5	5	5
1279	4	0	1	3	2	5	3	3	5	5
1280	0	1	3	3	2	5	3	3	5	5
1281	4	4	0	1	3	2	4	3	5	5
1282	0	1	3	2	3	5	5	5	5	5
1283	4	0	1	3	3	2	5	5	5	5
1284	4	4	0	1	3	2	3	3	5	5
1285	4	4	0	1	3	3	2	5	3	5
1286	0	1	3	2	5	3	5	5	5	5
1287	4	0	1	3	3	2	5	3	3	5
1288	4	0	1	3	2	5	3	3	5	5
1289	0	1	3	2	3	5	5	5	5	5
1290	4	4	0	1	3	3	2	3	5	5
1291	0	1	3	3	2	5	3	5	5	5
1292	0	1	3	2	5	5	5	5	5	5
1293	4	4	0	1	3	2	4	3	5	5
1294	0	1	3	3	2	4	5	5	5	5
1295	0	1	3	2	3	3	5	5	5	5
1296	4	4	4	0	1	3	3	2	3	5
1297	4	0	1	3	2	5	5	5	5	5
1298	0	1	3	2	3	5	5	5	5	5
1299	4	0	1	3	3	2	5	3	3	5
1300	4	0	1	3	2	3	5	5	5	5
1301	0	1	3	2	5	5	5	5	5	5
1302	0	1	3	2	5	3	3	5	5	5
1303	0	1	3	3	2	3	5	5	5	5
1304	0	1	3	2	3	5	5	5	5	5
1305	4	4	0	1	3	2	3	3	5	5
1306	4	4	0	1	3	3	2	5	3	5
1307	4	4	0	1	3	2	5	5	5	5
1308	0	1	3	3	2	5	5	5	5	5
1309	4	0	1	3	3	2	3	3	5	5
1310	4	4	0	1	3	2	3	3	5	5
1311	4	4	0	1	3	2	3	5	5	5
1312	4	4	0	1	3	3	2	5	5	5
1313	4	0	1	3	2	5	3	5	5	5
1314	0	1	3	2	3	5	5	5	5	5
1315	4	0	1	3	3	2	3	5	5	5
1316	4	4	0	1	3	2	3	3	5	5
1317	0	1	3	3	2	5	5	5	5	5
1318	0	1	3	2	3	5	5	5	5	5
1319	4	4	0	1	3	2	3	5	5	5
1320	0	1	3	2	3	5	5	5	5	5
1321	0	1	3	2	3	3	5	5	5	5
1322	4	0	1	3	3	2	3	5	5	5
1323	0	1	3	3	2	5	5	5	5	5
1324	4	0	1	3	3	2	3	5	5	5
1325	0	1	3	3	2	3	5	5	5	5
1326	4	0	1	3	2	4	3	5	5	5
1327	4	0	1	3	3	2	5	5	5	5
1328	0	1	3	2	3	5	5	5	5	5
1329	4	0	1	3	2	3	3	5	5	5
1330	0	1	3	2	5	5	5	5	5	5
1331	0	1	3	2	5	3	5	5	5	5
1332	4	0	1	3	2	3	5	5	5	5
1333	0	1	3	3	2	3	5	5	5	5
1334	0	1	3	3	2	5	5	5	5	5
1335	0	1	3	3	2	4	3	5	5	5
1336	4	0	1	3	3	2	5	5	5	5
1337	0	1	3	3	2	3	3	5	5	5
1338	0	1	3	2	5	5	5	5	5	5
1339	4	0	1	3	2	3	3	5	5	5
1340	4	0	1	3	3	2	3	3	5	5
1341	0	1	3	3	2	3	3	5	5	5
1342	4	4	0	1	3	2	5	3	3	5
1343	4	4	0	1	3	3	2	3	5	5
1344	0	1	3	3	2	5	3	5	5	5
1345	4	4	0	1	3	3	2	3	5	5
1346	0	1	3	2	3	5	5	5	5	5
1347	0	1	3	2	3	3	5	5	5	5
1348	4	0	1	3	2	5	3	5	5	5
1349	4	0	1	3	2	3	5	5	5	5
1350	0	1	3	3	2	5	5	5	5	5
1351	4	4	0	1	3	2	3	5	5	5
1352	4	4	4	0	1	3	3	2	5	5
1353	0	1	3	3	2	3	5	5	5	5
1354	0	1	3	2	5	5	5	5	5	5
1355	4	4	4	0	1	3	3	2	3	3
1356	0	1	3	2	3	3	5	5	5	5
1357	4	4	0	1	3	2	5	3	5	5
1358	0	1	3	2	3	3	5	5	5	5
1359	0	1	3	3	2	5	5	5	5	5
1360	0	1	3	3	2	3	5	5	5	5
1361	4	4	4	0	1	3	2	3	5	5
1362	4	4	0	1	3	3	2	5	3	3
1363	4	0	1	3	2	3	5	5	5	5
1364	0	1	3	2	3	3	5	5	5	5
1365	4	0	1	3	3	2	3	3	5	5
1366	0	1	3	2	3	3	5	5	5	5
1367	4	4	4	0	1	3	3	2	3	3
1368	0	1	3	2	5	5	5	5	5	5
1369	4	0	1	3	3	2	3	3	5	5
1370	4	4	0	1	3	2	3	5	5	5
1371	0	1	3	3	2	3	5	5	5	5
1372	4	0	1	3	2	3	3	5	5	5
1373	4	4	4	0	1	3	2	5	5	5
1374	4	4	0	1	3	2	5	5	5	5
1375	4	4	0	1	3	3	2	5	3	5
1376	0	1	3	3	2	3	5	5	5	5
1377	4	0	1	3	2	4	3	5	5	5
1378	4	0	1	3	3	2	3	5	5	5
1379	4	0	1	3	2	3	5	5	5	5
1380	4	4	0	1	3	2	5	5	5	5
1381	0	1	3	2	3	5	5	5	5	5
1382	4	0	1	3	2	3	5	5	5	5
1383	4	4	4	0	1	3	2	3	5	5
1384	0	1	3	3	2	5	3	5	5	5
1385	4	4	0	1	3	2	3	5	5	5
1386	0	1	3	3	2	3	5	5	5	5
1387	4	4	0	1	3	2	5	3	5	5
1388	4	0	1	3	2	5	5	5	5	5
1389	4	0	1	3	3	2	3	3	5	5
1390	4	0	1	3	2	3	5	5	5	5
1391	4	4	0	1	3	3	2	5	3	5
1392	4	4	4	0	1	3	3	2	4	3
1393	4	0	1	3	2	4	3	5	5	5
1394	4	0	1	3	2	5	3	3	5	5
1395	4	4	4	0	1	3	2	3	5	5
1396	4	4	4	0	1	3	2	3	5	5
1397	4	4	0	1	3	2	5	5	5	5
1398	4	4	4	0	1	3	2	5	5	5
1399	4	4	4	0	1	3	3	2	3	3
1400	4	4	0	1	3	3	2	3	5	5
1401	0	1	3	2	3	5	5	5	5	5
1402	4	0	1	3	2	3	5	5	5	5
1403	0	1	3	3	2	3	5	5	5	5
1404	0	1	3	3	2	3	5	5	5	5
1405	4	0	1	3	2	3	3	5	5	5
1406	4	0	1	3	2	3	5	5	5	5
1407	0	1	3	2	3	5	5	5	5	5
1408	4	0	1	3	2	5	3	3	5	5
1409	4	0	1	3	2	3	5	5	5	5
1410	4	0	1	3	2	3	5	5	5	5
1411	0	1	3	2	3	5	5	5	5	5
1412	4	4	0	1	3	3	2	3	3	5
1413	4	4	0	1	3	3	2	4	3	5
1414	4	0	1	3	2	3	5	5	5	5
1415	4	0	1	3	2	3	5	5	5	5
1416	4	4	0	1	3	3	2	5	3	5
1417	4	4	4	0	1	3	3	2	5	3
1418	4	4	0	1	3	2	3	5	5	5
1419	0	1	3	3	2	5	3	3	5	5
1420	0	1	3	2	5	5	5	5	5	5
1421	4	4	0	1	3	3	2	3	5	5
1422	4	4	0	1	3	3	2	3	3	5
1423	0	1	3	2	3	5	5	5	5	5
1424	4	4	4	0	1	3	3	2	3	3
1425	4	4	0	1	3	2	5	3	3	5
1426	4	4	0	1	3	3	2	5	3	5
1427	4	4	0	1	3	3	2	5	5	5
1428	4	0	1	3	2	3	3	5	5	5
1429	4	4	4	0	1	3	3	2	3	5
1430	4	4	4	0	1	3	3	2	3	5
1431	4	4	0	1	3	2	5	5	5	5
1432	0	1	3	3	2	5	5	5	5	5
1433	4	4	0	1	3	2	5	5	5	5
1434	4	4	0	1	3	3	2	3	5	5
1435	4	0	1	3	2	5	5	5	5	5
1436	4	4	0	1	3	2	3	3	5	5
1437	4	0	1	3	3	2	5	3	5	5
1438	0	1	3	2	3	5	5	5	5	5
1439	4	4	0	1	3	2	3	5	5	5
1440	0	1	3	3	2	5	3	3	5	5
1441	4	4	0	1	3	2	5	5	5	5
1442	4	4	0	1	3	3	2	5	5	5
1443	4	4	4	0	1	3	3	2	5	5
1444	0	1	3	3	2	5	3	3	5	5
1445	4	4	0	1	3	2	3	5	5	5
1446	4	4	4	0	1	3	2	5	3	5
1447	4	0	1	3	2	5	5	5	5	5
1448	0	1	3	2	3	5	5	5	5	5
1449	4	4	0	1	3	3	2	5	5	5
1450	0	1	3	2	3	5	5	5	5	5
1451	4	0	1	3	3	2	5	3	5	5
1452	0	1	3	2	3	3	5	5	5	5
1453	0	1	3	2	4	3	5	5	5	5
1454	4	4	0	1	3	3	2	3	3	5
1455	4	0	1	3	2	3	5	5	5	5
1456	4	4	0	1	3	2	5	3	5	5
1457	0	1	3	3	2	5	3	5	5	5
1458	0	1	3	3	2	5	5	5	5	5
1459	4	4	4	0	1	3	3	2	5	5
1460	4	4	4	0	1	3	3	2	5	5
1461	0	1	3	3	2	3	5	5	5	5
1462	4	0	1	3	2	5	3	5	5	5
1463	0	1	3	3	2	4	3	5	5	5
1464	4	4	4	0	1	3	2	5	5	5
1465	4	0	1	3	3	2	5	3	5	5
1466	0	1	3	2	3	5	5	5	5	5
1467	0	1	3	2	5	5	5	5	5	5
1468	4	4	0	1	3	3	2	3	5	5
1469	4	0	1	3	3	2	5	3	5	5
1470	4	4	0	1	3	3	2	5	5	5
1471	0	1	3	2	5	5	5	5	5	5
1472	4	4	4	0	1	3	2	4	3	5
1473	4	0	1	3	2	5	3	3	5	5
1474	4	4	0	1	3	3	2	3	3	5
1475	4	4	0	1	3	3	2	5	5	5
1476	4	0	1	3	2	3	3	5	5	5
1477	0	1	3	3	2	3	5	5	5	5
1478	4	4	0	1	3	2	3	5	5	5
1479	0	1	3	2	3	3	5	5	5	5
1480	0	1	3	2	3	5	5	5	5	5
1481	0	1	3	2	5	5	5	5	5	5
1482	4	0	1	3	2	3	5	5	5	5
1483	0	1	3	2	3	5	5	5	5	5
1484	4	4	0	1	3	2	3	3	5	5
1485	0	1	3	3	2	4	3	5	5	5
1486	4	0	1	3	2	3	5	5	5	5
1487	4	4	4	0	1	3	3	2	3	3
1488	4	4	0	1	3	2	5	3	3	5
1489	4	4	0	1	3	3	2	5	3	3
1490	4	0	1	3	2	3	5	5	5	5
1491	0	1	3	3	2	3	3	5	5	5
1492	4	0	1	3	3	2	5	3	3	5
1493	4	4	0	1	3	2	5	3	5	5
1494	0	1	3	2	5	3	5	5	5	5
1495	4	0	1	3	2	4	3	5	5	5
1496	4	0	1	3	2	5	3	3	5	5
1497	0	1	3	2	3	5	5	5	5	5
1498	4	0	1	3	2	3	5	5	5	5
1499	0	1	3	3	2	5	5	5	5	5
1500	4	4	0	1	3	2	5	5	5	5
1501	0	1	3	3	2	5	5	5	5	5
1502	0	1	3	2	3	3	5	5	5	5
1503	0	1	3	3	2	5	5	5	5	5
1504	4	4	0	1	3	3	2	3	5	5
1505	4	0	1	3	2	3	5	5	5	5
1506	4	0	1	3	3	2	3	3	5	5
1507	0	1	3	2	5	5	5	5	5	5
1508	4	4	0	1	3	2	3	3	5	5
1509	4	4	0	1	3	3	2	5	5	5
1510	4	4	0	1	3	2	4	3	5	5
1511	4	0	1	3	2	5	3	3	5	5
1512	4	4	0	1	3	3	2	3	5	5
1513	4	0	1	3	2	5	5	5	5	5
1514	4	0	1	3	2	5	5	5	5	5
1515	4	4	0	1	3	3	2	5	3	5
1516	0	1	3	2	3	5	5	5	5	5
1517	4	4	4	0	1	3	3	2	5	5
1518	4	0	1	3	3	2	5	3	5	5
1519	4	4	0	1	3	2	3	5	5	5
1520	0	1	3	2	3	5	5	5	5	5
1521	0	1	3	2	5	5	5	5	5	5
1522	4	4	0	1	3	2	5	5	5	5
1523	4	0	1	3	2	5	3	5	5	5
1524	4	0	1	3	3	2	3	3	5	5
1525	4	4	4	0	1	3	2	3	5	5
1526	4	4	0	1	3	2	3	5	5	5
1527	0	1	3	2	3	5	5	5	5	5
1528	4	4	4	0	1	3	2	5	3	3
1529	0	1	3	3	2	5	5	5	5	5
1530	0	1	3	3	2	3	3	5	5	5
1531	4	4	4	0	1	3	3	2	3	5
1532	4	0	1	3	2	3	3	5	5	5
1533	0	1	3	3	2	5	5	5	5	5
1534	0	1	3	3	2	3	5	5	5	5
1535	4	4	0	1	3	2	4	3	5	5
1536	4	0	1	3	2	3	5	5	5	5
1537	0	1	3	3	2	4	3	5	5	5
1538	0	1	3	2	3	5	5	5	5	5
1539	0	1	3	3	2	4	3	5	5	5
1540	4	0	1	3	2	3	5	5	5	5
1541	0	1	3	2	3	5	5	5	5	5
1542	4	0	1	3	3	2	3	5	5	5
1543	0	1	3	3	2	5	3	5	5	5
1544	0	1	3	3	2	3	3	5	5	5
1545	4	0	1	3	3	2	3	5	5	5
1546	4	0	1	3	2	5	5	5	5	5
1547	4	4	0	1	3	3	2	5	5	5
1548	0	1	3	2	5	3	3	5	5	5
1549	4	0	1	3	3	2	4	3	5	5
1550	4	4	4	0	1	3	2	3	5	5
1551	4	4	0	1	3	3	2	3	5	5
1552	0	1	3	3	2	3	5	5	5	5
1553	4	4	0	1	3	2	5	5	5	5
1554	4	0	1	3	2	5	5	5	5	5
1555	4	0	1	3	2	5	5	5	5	5
1556	0	1	3	2	4	3	5	5	5	5
1557	4	0	1	3	2	5	3	3	5	5
1558	4	4	4	0	1	3	2	5	3	3
1559	4	4	0	1	3	3	2	3	3	5
1560	4	0	1	3	2	3	5	5	5	5
1561	4	4	0	1	3	3	2	3	5	5
1562	0	1	3	3	2	4	3	5	5	5
1563	4	4	0	1	3	3	2	3	3	5
1564	4	0	1	3	2	5	3	3	5	5
1565	4	0	1	3	2	3	3	5	5	5
1566	4	0	1	3	3	2	5	3	5	5
1567	0	1	3	2	5	3	5	5	5	5
1568	4	4	0	1	3	3	2	5	5	5
1569	4	4	0	1	3	2	3	5	5	5
1570	0	1	3	2	5	5	5	5	5	5
1571	4	0	1	3	2	3	5	5	5	5
1572	4	4	0	1	3	2	3	5	5	5
1573	0	1	3	3	2	3	5	5	5	5
1574	4	0	1	3	3	2	3	5	5	5
1575	4	0	1	3	2	5	5	5	5	5
1576	4	4	0	1	3	3	2	5	5	5
1577	4	0	1	3	3	2	3	5	5	5
1578	0	1	3	2	3	5	5	5	5	5
1579	4	4	0	1	3	2	3	3	5	5
1580	4	0	1	3	2	4	3	5	5	5
1581	4	4	4	0	1	3	2	3	5	5
1582	0	1	3	3	2	3	5	5	5	5
1583	4	0	1	3	2	5	3	5	5	5
1584	0	1	3	2	3	3	5	5	5	5
1585	0	1	3	2	5	5	5	5	5	5
1586	4	4	0	1	3	2	4	3	5	5
1587	0	1	3	3	2	3	5	5	5	5
1588	0	1	3	3	2	3	3	5	5	5
1589	4	4	4	0	1	3	2	3	5	5
1590	0	1	3	2	5	3	3	5	5	5
1591	0	1	3	2	5	5	5	5	5	5
1592	4	4	0	1	3	2	5	3	5	5
1593	4	0	1	3	3	2	5	5	5	5
1594	0	1	3	2	3	3	5	5	5	5
1595	4	0	1	3	2	3	5	5	5	5
1596	4	4	0	1	3	3	2	5	5	5
1597	4	4	0	1	3	2	3	5	5	5
1598	0	1	3	2	3	5	5	5	5	5
1599	4	4	4	0	1	3	2	5	5	5
1600	4	4	0	1	3	2	5	5	5	5
1601	0	1	3	3	2	3	5	5	5	5
1602	4	4	0	1	3	2	3	3	5	5
1603	0	1	3	2	3	5	5	5	5	5
1604	4	0	1	3	3	2	3	5	5	5
1605	4	0	1	3	2	4	3	5	5	5
1606	4	0	1	3	3	2	3	5	5	5
1607	0	1	3	3	2	5	5	5	5	5
1608	0	1	3	2	5	3	3	5	5	5
1609	4	0	1	3	2	4	3	5	5	5
1610	4	4	4	0	1	3	3	2	5	5
1611	4	4	0	1	3	2	3	5	5	5
1612	4	4	0	1	3	3	2	3	5	5
1613	4	4	4	0	1	3	2	3	5	5
1614	4	0	1	3	2	3	5	5	5	5
1615	0	1	3	3	2	5	3	3	5	5
1616	0	1	3	2	3	5	5	5	5	5
1617	4	0	1	3	3	2	3	5	5	5
1618	4	0	1	3	2	5	5	5	5	5
1619	4	0	1	3	2	3	3	5	5	5
1620	4	4	0	1	3	3	2	4	3	5
1621	4	4	0	1	3	2	3	5	5	5
1622	0	1	3	3	2	3	5	5	5	5
1623	4	0	1	3	3	2	5	5	5	5
1624	0	1	3	3	2	3	3	5	5	5
1625	0	1	3	2	5	5	5	5	5	5
1626	0	1	3	2	4	3	5	5	5	5
1627	4	0	1	3	3	2	5	5	5	5
1628	4	4	4	0	1	3	3	2	3	5
1629	0	1	3	3	2	3	5	5	5	5
1630	0	1	3	3	2	5	5	5	5	5
1631	4	4	4	0	1	3	3	2	5	5
1632	4	0	1	3	2	3	3	5	5	5
1633	4	4	0	1	3	2	5	3	3	5
1634	4	4	0	1	3	2	4	3	5	5
1635	4	4	0	1	3	2	3	5	5	5
1636	0	1	3	3	2	5	5	5	5	5
1637	4	4	4	0	1	3	3	2	3	5
1638	4	4	0	1	3	3	2	5	5	5
1639	4	0	1	3	3	2	3	5	5	5
1640	4	0	1	3	3	2	5	5	5	5
1641	0	1	3	2	5	5	5	5	5	5
1642	0	1	3	3	2	3	5	5	5	5
1643	4	4	0	1	3	3	2	5	3	5
1644	4	4	0	1	3	3	2	5	3	3
1645	0	1	3	2	3	5	5	5	5	5
1646	4	4	0	1	3	2	3	5	5	5
1647	4	4	0	1	3	2	5	3	5	5
1648	4	4	4	0	1	3	2	4	3	5
1649	4	0	1	3	3	2	3	3	5	5
1650	4	4	4	0	1	3	2	5	5	5
1651	0	1	3	2	5	5	5	5	5	5
1652	0	1	3	3	2	3	3	5	5	5
1653	0	1	3	2	3	3	5	5	5	5
1654	4	4	4	0	1	3	3	2	3	5
1655	4	0	1	3	3	2	5	3	3	5
1656	4	4	4	0	1	3	2	3	3	5
1657	0	1	3	2	3	3	5	5	5	5
1658	4	4	4	0	1	3	2	3	3	5
1659	4	4	0	1	3	2	5	5	5	5
1660	0	1	3	2	4	3	5	5	5	5
1661	0	1	3	3	2	5	5	5	5	5
1662	0	1	3	2	5	3	5	5	5	5
1663	4	4	0	1	3	3	2	3	5	5
1664	0	1	3	2	5	5	5	5	5	5
1665	0	1	3	3	2	3	5	5	5	5
1666	0	1	3	3	2	5	3	5	5	5
1667	4	0	1	3	2	3	3	5	5	5
1668	0	1	3	3	2	5	3	3	5	5
1669	4	0	1	3	3	2	3	5	5	5
1670	4	0	1	3	2	3	3	5	5	5
1671	0	1	3	3	2	5	5	5	5	5
1672	0	1	3	3	2	3	3	5	5	5
1673	4	4	4	0	1	3	3	2	5	3
1674	4	0	1	3	3	2	3	5	5	5
1675	4	0	1	3	2	3	5	5	5	5
1676	4	0	1	3	2	3	3	5	5	5
1677	4	4	0	1	3	3	2	4	3	5
1678	4	0	1	3	3	2	5	3	5	5
1679	0	1	3	2	3	3	5	5	5	5
1680	4	0	1	3	3	2	3	5	5	5
1681	4	4	0	1	3	2	3	5	5	5
1682	4	4	0	1	3	2	3	3	5	5
1683	4	4	0	1	3	2	3	3	5	5
1684	0	1	3	2	3	5	5	5	5	5
1685	4	0	1	3	2	5	5	5	5	5
1686	4	0	1	3	3	2	5	5	5	5
1687	4	0	1	3	3	2	3	5	5	5
1688	0	1	3	3	2	5	5	5	5	5
1689	4	4	0	1	3	2	3	5	5	5
1690	4	0	1	3	2	5	5	5	5	5
1691	4	4	0	1	3	2	3	3	5	5
1692	4	4	4	0	1	3	3	2	3	5
1693	0	1	3	3	2	3	5	5	5	5
1694	0	1	3	3	2	5	5	5	5	5
1695	0	1	3	3	2	3	5	5	5	5
1696	0	1	3	3	2	3	5	5	5	5
1697	4	0	1	3	2	3	5	5	5	5
1698	4	0	1	3	2	3	5	5	5	5
1699	4	4	4	0	1	3	2	3	3	5
1700	4	4	4	0	1	3	3	2	3	5
1701	4	0	1	3	2	3	5	5	5	5
1702	0	1	3	3	2	3	3	5	5	5
1703	4	4	4	0	1	3	2	3	5	5
1704	0	1	3	2	3	5	5	5	5	5
1705	4	4	0	1	3	3	2	3	5	5
1706	0	1	3	3	2	3	5	5	5	5
1707	4	4	0	1	3	2	4	3	5	5
1708	0	1	3	3	2	3	5	5	5	5
1709	4	4	0	1	3	2	4	3	5	5
1710	4	0	1	3	3	2	3	5	5	5
1711	0	1	3	3	2	4	3	5	5	5
1712	4	0	1	3	3	2	3	3	5	5
1713	4	4	0	1	3	2	5	5	5	5
1714	4	4	0	1	3	2	3	3	5	5
1715	4	4	4	0	1	3	3	2	3	5
1716	4	0	1	3	3	2	3	5	5	5
1717	0	1	3	3	2	3	5	5	5	5
1718	4	0	1	3	2	5	3	5	5	5
1719	4	4	4	0	1	3	3	2	4	3
1720	4	4	0	1	3	2	3	5	5	5
1721	4	4	0	1	3	2	5	5	5	5
1722	4	4	0	1	3	3	2	3	3	5
1723	4	0	1	3	2	5	5	5	5	5
1724	4	4	0	1	3	3	2	3	5	5
1725	4	0	1	3	2	5	3	5	5	5
1726	4	0	1	3	2	5	5	5	5	5
1727	4	4	4	0	1	3	3	2	4	3
1728	0	1	3	2	3	5	5	5	5	5
1729	4	4	4	0	1	3	3	2	3	3
1730	4	0	1	3	2	5	5	5	5	5
1731	4	4	4	0	1	3	2	4	3	5
1732	4	4	0	1	3	2	4	3	5	5
1733	0	1	3	3	2	3	3	5	5	5
1734	4	4	4	0	1	3	2	3	3	5
1735	0	1	3	3	2	5	5	5	5	5
1736	0	1	3	2	3	5	5	5	5	5
1737	4	0	1	3	3	2	3	3	5	5
1738	0	1	3	3	2	3	3	5	5	5
1739	4	0	1	3	2	3	5	5	5	5
1740	4	4	4	0	1	3	2	3	5	5
1741	4	4	4	0	1	3	3	2	3	5
1742	4	0	1	3	3	2	3	5	5	5
1743	4	4	4	0	1	3	2	3	5	5
1744	0	1	3	2	3	5	5	5	5	5
1745	4	0	1	3	2	3	5	5	5	5
1746	4	4	4	0	1	3	3	2	3	5
1747	0	1	3	3	2	3	5	5	5	5
1748	4	0	1	3	2	3	3	5	5	5
1749	4	0	1	3	2	4	3	5	5	5
1750	0	1	3	3	2	5	5	5	5	5
1751	4	4	4	0	1	3	3	2	3	3
1752	4	4	0	1	3	2	5	5	5	5
1753	0	1	3	2	5	5	5	5	5	5
1754	4	4	0	1	3	2	3	5	5	5
1755	4	0	1	3	2	5	3	5	5	5
1756	4	4	0	1	3	3	2	3	5	5
1757	0	1	3	2	5	5	5	5	5	5
1758	4	0	1	3	2	5	3	5	5	5
1759	4	0	1	3	3	2	3	3	5	5
1760	4	4	0	1	3	2	5	5	5	5
1761	0	1	3	3	2	3	5	5	5	5
1762	4	0	1	3	3	2	4	3	5	5
1763	0	1	3	2	3	3	5	5	5	5
1764	4	4	4	0	1	3	2	3	5	5
1765	0	1	3	3	2	3	5	5	5	5
1766	0	1	3	3	2	3	5	5	5	5
1767	4	4	4	0	1	3	2	5	5	5
1768	0	1	3	3	2	3	5	5	5	5
1769	4	4	0	1	3	2	4	3	5	5
1770	0	1	3	3	2	5	5	5	5	5
1771	0	1	3	3	2	3	5	5	5	5
1772	4	4	0	1	3	3	2	3	3	5
1773	4	4	0	1	3	3	2	5	3	5
1774	0	1	3	2	5	5	5	5	5	5
1775	4	0	1	3	2	3	3	5	5	5
1776	0	1	3	2	3	3	5	5	5	5
1777	4	4	4	0	1	3	2	3	3	5
1778	4	4	0	1	3	2	4	3	5	5
1779	0	1	3	2	3	5	5	5	5	5
1780	0	1	3	2	5	3	3	5	5	5
1781	4	4	0	1	3	3	2	3	3	5
1782	0	1	3	2	3	5	5	5	5	5
1783	4	0	1	3	3	2	3	5	5	5
1784	4	4	0	1	3	2	3	5	5	5
1785	4	4	0	1	3	3	2	5	5	5
1786	4	0	1	3	2	4	3	5	5	5
1787	4	0	1	3	2	5	3	5	5	5
1788	4	4	4	0	1	3	3	2	5	5
1789	4	0	1	3	2	3	5	5	5	5
1790	4	4	0	1	3	2	5	3	3	5
1791	4	4	4	0	1	3	2	5	5	5
1792	0	1	3	2	5	5	5	5	5	5
1793	4	0	1	3	3	2	3	3	5	5
1794	4	0	1	3	2	3	3	5	5	5
1795	0	1	3	2	5	5	5	5	5	5
1796	4	4	0	1	3	2	3	5	5	5
1797	4	4	0	1	3	2	3	3	5	5
1798	0	1	3	3	2	4	3	5	5	5
1799	4	0	1	3	3	2	3	5	5	5
1800	4	4	0	1	3	2	3	5	5	5
1801	4	4	0	1	3	3	2	3	3	5
1802	0	1	3	3	2	3	5	5	5	5
1803	0	1	3	2	5	3	3	5	5	5
1804	4	4	4	0	1	3	2	3	5	5
1805	4	0	1	3	2	5	3	3	5	5
1806	4	0	1	3	2	3	3	5	5	5
1807	4	0	1	3	2	3	5	5	5	5
1808	4	4	4	0	1	3	3	2	3	5
1809	4	0	1	3	2	5	5	5	5	5
1810	4	0	1	3	3	2	3	5	5	5
1811	0	1	3	3	2	5	5	5	5	5
1812	0	1	3	2	4	3	5	5	5	5
1813	4	0	1	3	2	5	3	5	5	5
1814	4	4	4	0	1	3	2	5	3	3
1815	4	4	0	1	3	2	3	3	5	5
1816	4	0	1	3	3	2	3	5	5	5
1817	4	0	1	3	2	3	5	5	5	5
1818	4	4	0	1	3	3	2	4	3	5
1819	0	1	3	3	2	5	5	5	5	5
1820	0	1	3	2	5	3	5	5	5	5
1821	0	1	3	2	3	5	5	5	5	5
1822	0	1	3	2	3	3	5	5	5	5
1823	4	4	0	1	3	2	3	5	5	5
1824	0	1	3	2	5	3	3	5	5	5
1825	0	1	3	2	5	5	5	5	5	5
1826	4	0	1	3	2	5	5	5	5	5
1827	0	1	3	2	5	5	5	5	5	5
1828	0	1	3	3	2	5	5	5	5	5
1829	4	0	1	3	3	2	3	5	5	5
1830	4	4	0	1	3	3	2	3	5	5
1831	4	4	0	1	3	2	3	5	5	5
1832	4	0	1	3	3	2	3	5	5	5
1833	4	0	1	3	2	3	5	5	5	5
1834	0	1	3	3	2	5	5	5	5	5
1835	0	1	3	3	2	5	5	5	5	5
1836	4	0	1	3	2	4	3	5	5	5
1837	4	0	1	3	3	2	3	5	5	5
1838	4	0	1	3	2	3	3	5	5	5
1839	4	4	0	1	3	2	5	5	5	5
1840	4	0	1	3	3	2	3	5	5	5
1841	4	0	1	3	3	2	5	3	5	5
1842	4	0	1	3	3	2	5	5	5	5
1843	4	4	4	0	1	3	3	2	5	5
1844	4	4	4	0	1	3	3	2	5	3
1845	4	0	1	3	2	3	5	5	5	5
1846	4	4	0	1	3	3	2	4	3	5
1847	4	0	1	3	3	2	3	5	5	5
1848	4	4	0	1	3	2	3	3	5	5
1849	0	1	3	3	2	3	3	5	5	5
1850	4	4	0	1	3	2	3	5	5	5
1851	4	0	1	3	2	5	5	5	5	5
1852	0	1	3	3	2	4	3	5	5	5
1853	0	1	3	3	2	4	3	5	5	5
1854	0	1	3	3	2	3	3	5	5	5
1855	4	4	0	1	3	3	2	3	5	5
1856	0	1	3	2	5	3	5	5	5	5
1857	4	0	1	3	2	3	5	5	5	5
1858	4	0	1	3	2	3	3	5	5	5
1859	0	1	3	3	2	3	3	5	5	5
1860	0	1	3	3	2	3	5	5	5	5
1861	4	0	1	3	2	3	5	5	5	5
1862	4	0	1	3	2	3	5	5	5	5
