,PIDN,pH,ELEV,REF2,BSAN,LSTN,Infrared01,Infrared02,Infrared03,Infrared04,Infrared05
342,whAnXwQP,0.24550224947675697,-0.9815144538879391,-0.4564007520675661,-0.6884058117866519,0.913729965686798,0.28936,0.019116999999999995,1.01962,1.67587,1.30118
343,orvIl3zF,0.21744371482683497,-0.9815144538879391,-0.4564007520675661,-0.6884058117866519,0.913729965686798,0.289366,0.01945399999999997,1.047294,1.70318,1.3115700000000001
344,drieI7Hm,-0.5588424104876961,-1.0483295917511,-0.482374757528305,-0.724637687206268,0.834582805633545,0.145047,0.09764199999999998,1.671003,1.67901,1.6484599999999998
345,yhTrnZhR,-0.474666806537928,-1.0483295917511,-0.482374757528305,-0.724637687206268,0.834582805633545,0.100675,0.10340300000000001,1.5830049999999998,1.66422,1.57007
346,imiZhskk,-0.577548100254312,-1.037193775177,-0.447124302387238,-0.731884062290192,0.860355257987976,0.26211599999999996,0.024351000000000067,0.849704,1.9664599999999999,1.30974
347,USWsGIh9,-0.614959479787542,-1.037193775177,-0.447124302387238,-0.731884062290192,0.860355257987976,0.237587,0.028909000000000018,0.7923330000000002,2.11945,1.28768
348,mnEbhZbD,-0.0724944765557013,-1.0171492099762,-0.406307965517044,-0.6666666865348821,0.796761453151703,0.298829,0.012803000000000009,0.8728210000000001,1.9734,1.2864799999999998
349,VkMVxbEb,-0.10990585608893198,-1.0171492099762,-0.406307965517044,-0.6666666865348821,0.796761453151703,0.287223,0.024917999999999996,0.991247,2.06555,1.30596
350,X8re7bA6,-0.7271936183872341,-0.5071269273757929,-0.497217059135437,-0.557971000671387,0.673905432224274,0.306101,0.027669999999999972,1.3405390000000001,1.8816099999999998,1.2937299999999998
351,IlJoDpdr,-1.054543189303,-0.5071269273757929,-0.497217059135437,-0.557971000671387,0.673905432224274,0.263129,0.06401799999999996,1.682971,1.8558599999999998,1.50386
352,fdaLbXVd,-0.942309050703308,-0.591759443283081,-0.32003709673881503,-0.49275362491607705,0.656785845756531,0.255117,0.04646600000000001,1.405063,1.8622900000000002,1.26037
353,Fh4qrscf,-0.8581334467535401,-0.591759443283081,-0.32003709673881503,-0.49275362491607705,0.656785845756531,0.225638,0.09029599999999999,1.742612,1.8569799999999999,1.41659
354,shluhWwk,-0.119258700972239,-0.6051225066185,-0.370129883289337,-0.47826087474823,0.6376916766166689,0.291811,0.03451000000000004,1.245809,1.80818,1.27918
355,S3bDWWXT,-0.315668443521699,-0.6051225066185,-0.370129883289337,-0.47826087474823,0.6376916766166689,0.253353,0.049707,1.420417,1.8440400000000001,1.27627
356,53Kd5Mz0,-0.8487806018702321,-0.565033435821533,-0.42022264003753707,-0.579710125923157,0.606605529785156,0.33401,0.022826000000000013,1.26181,1.96754,1.25035
357,lDuyAg1y,-1.176130172786,-0.565033435821533,-0.42022264003753707,-0.579710125923157,0.606605529785156,0.305093,0.026142,1.3381869999999998,1.9544599999999999,1.23012
358,eJpuHONP,-0.36243266793823703,-0.5605790615081789,-0.23654916882514998,-0.60869562625885,0.539078116416931,0.27819499999999997,0.042581000000000035,1.399285,1.8013400000000002,1.21645
359,cXVO8aIB,-0.9797204302365379,-0.5605790615081789,-0.23654916882514998,-0.60869562625885,0.539078116416931,0.24081999999999998,0.08053900000000003,1.6639700000000002,1.80938,1.35131
360,NijZt49E,-0.9797204302365379,-0.6028953194618231,-0.444341361522675,-0.5942028760910029,0.628377199172974,0.304329,0.04122399999999998,1.3350809999999997,1.8788200000000002,1.28538
361,ogRSOtqS,-1.054543189303,-0.6028953194618231,-0.444341361522675,-0.5942028760910029,0.628377199172974,0.28341700000000003,0.06307999999999997,1.548423,1.7581099999999998,1.3484
362,RJ3NAOtK,-0.62431232467085,-0.5828507542610171,-0.601113200187683,-0.58695650100708,0.563599705696106,0.295631,0.026705000000000034,1.184299,1.85273,1.23558
363,m6PJAlWl,-0.5588424104876961,-0.5828507542610171,-0.601113200187683,-0.58695650100708,0.563599705696106,0.287369,0.044124,1.439741,1.79255,1.27904
364,dV1cOJ44,-0.7646049979204641,-0.509354114532471,-0.5389610528945921,-0.6666666865348821,0.664725363254547,0.325826,0.022583999999999993,1.2467840000000001,1.8666099999999999,1.23292
365,82B2FqTl,-0.998426120003154,-0.509354114532471,-0.5389610528945921,-0.6666666865348821,0.664725363254547,0.327963,0.03707300000000002,1.490387,1.8153299999999999,1.27647
366,ApyEA3lg,-0.32502128840500605,-0.42249444127082797,-0.56307977437973,-0.673913061618805,0.757554829120636,0.314473,0.04186999999999996,1.266917,1.8782,1.3061399999999999
367,a2xK8Zye,-0.549489565604389,-0.42249444127082797,-0.56307977437973,-0.673913061618805,0.757554829120636,0.260218,0.04228099999999996,1.293592,1.9111200000000002,1.23645
368,bkz10ofX,0.25485509436006504,-0.438084632158279,-0.595547318458557,-0.702898561954498,0.8391417860984799,0.275954,0.04160600000000003,1.298476,1.6518,1.2486899999999999
369,mRD2Ps9w,0.0958567313438353,-0.438084632158279,-0.595547318458557,-0.702898561954498,0.8391417860984799,0.26322399999999996,0.062112000000000056,1.5592460000000001,1.62622,1.3847399999999999
370,l0acBmBt,-0.970367585353231,-0.516035616397858,-0.48423004150390603,-0.630434811115265,0.6908389925956729,0.312825,0.031059000000000003,1.3303349999999998,1.7995,1.22127
371,mI1YpyUg,-0.989073275119846,-0.516035616397858,-0.48423004150390603,-0.630434811115265,0.6908389925956729,0.324891,0.05436200000000002,1.580889,1.77935,1.3312899999999999
372,5gQhOzV7,-0.773957842803771,-0.455902010202408,-0.30519479513168296,-0.579710125923157,0.8450551033020021,0.289511,0.05096499999999998,1.5157989999999997,1.79787,1.2694
373,Be8oUYtE,-1.04519034441969,-0.455902010202408,-0.30519479513168296,-0.579710125923157,0.8450551033020021,0.268796,0.081924,1.755194,1.81883,1.4415200000000001
374,zg509WVZ,-0.989073275119846,-0.335634738206863,-0.726345062255859,-0.710144937038422,0.9900911450386051,0.27373400000000003,0.033962999999999965,1.2999360000000002,1.6718,1.2082899999999999
375,OZxxna8s,-0.9236033609366929,-0.335634738206863,-0.726345062255859,-0.710144937038422,0.9900911450386051,0.26258000000000004,0.04547399999999996,1.36367,1.66779,1.24119
376,kP3khg23,-0.886191981403463,-0.38240534067153903,-0.671614110469818,-0.702898561954498,0.9217625856399541,0.28271599999999997,0.050410000000000066,1.348164,1.7602900000000001,1.29535
377,aftTWjRL,-0.7646049979204641,-0.38240534067153903,-0.671614110469818,-0.702898561954498,0.9217625856399541,0.25285,0.060670999999999975,1.3803299999999998,1.7457599999999998,1.29778
378,oUIeQUpL,-1.14807163813607,-0.4091314077377321,-0.618738412857056,-0.659420311450958,0.933284163475037,0.267042,0.058072999999999986,1.4197879999999998,1.78741,1.3285
379,g2eQiBYB,-1.13871879325277,-0.4091314077377321,-0.618738412857056,-0.659420311450958,0.933284163475037,0.272836,0.060024999999999995,1.399404,1.78765,1.33049
380,7WP65QXp,-1.07324887906961,-0.41581290960311895,-0.39332097768783597,-0.579710125923157,0.994753539562225,0.28897,0.07479399999999997,1.5428200000000003,1.8063799999999999,1.46946
381,E57J2TGY,-1.07324887906961,-0.41581290960311895,-0.39332097768783597,-0.579710125923157,0.994753539562225,0.263977,0.09082400000000002,1.644053,1.8595599999999999,1.52683
382,mK9hB41R,-0.614959479787542,1.3302894830703702,-0.427643775939941,-0.826086938381195,-0.0858964398503304,0.385691,0.05396100000000004,1.543809,1.7743099999999998,1.80103
383,08GxKm5r,-0.6897822388540029,1.3302894830703702,-0.427643775939941,-0.826086938381195,-0.0858964398503304,0.3989,0.05309799999999998,1.61535,1.7575,1.86263
384,xQKHt1BP,-1.88694638391738,1.3636970520019498,-0.523191094398499,-0.724637687206268,0.0600338242948055,0.199432,0.07959500000000003,1.5345479999999998,1.7757,1.55037
385,agBvYkUI,-1.77471224531768,1.3636970520019498,-0.523191094398499,-0.724637687206268,0.0600338242948055,0.18333,0.08504400000000001,1.5528799999999998,1.775,1.57764
386,BFaz8Ccl,-1.3538342255688403,1.47728288173676,-0.37569573521614097,-0.782608687877655,0.0233806818723679,0.209461,0.07032,1.5269590000000002,1.73132,1.57165
387,KSXVQUFZ,-1.1200131034861498,1.47728288173676,-0.37569573521614097,-0.782608687877655,0.0233806818723679,0.201176,0.07811599999999999,1.593654,1.75037,1.56362
388,8RQGnOcI,-1.52218543346838,1.16547882556915,-0.410946190357208,-0.8188405632972721,0.0109234731644392,0.266396,0.06552999999999998,1.284824,1.54313,1.49978
389,Z4wv2SQG,-1.3444813806855402,1.16547882556915,-0.410946190357208,-0.8188405632972721,0.0109234731644392,0.24124400000000001,0.070046,1.3275359999999998,1.57017,1.52708
390,mSo9Uura,-1.48477405393515,1.4616926908493,-0.343228191137314,-0.797101438045502,-0.16369454562664001,0.283036,0.06810299999999997,1.582484,1.7623900000000001,1.62566
391,yxO5VqnU,-1.48477405393515,1.4616926908493,-0.343228191137314,-0.797101438045502,-0.16369454562664001,0.259781,0.06900100000000003,1.652389,1.76112,1.65113
392,PGCiNUur,-1.18548301766931,1.3258352279663101,-0.39146566390991205,-0.775362312793732,-0.13333721458911899,0.207256,0.073104,1.610894,1.69071,1.63575
393,68eZr1Cx,-1.3631870704521498,1.3258352279663101,-0.39146566390991205,-0.775362312793732,-0.13333721458911899,0.19805999999999999,0.07560200000000003,1.6565400000000001,1.7226,1.6453400000000002
394,FY3riRgw,-0.942309050703308,1.7155902385711699,-0.388682752847672,-0.8188405632972721,-0.0906467214226723,0.28791100000000003,0.04340299999999997,1.3605489999999998,1.7228,1.62786
395,b6rpn3DW,-0.8581334467535401,1.7155902385711699,-0.388682752847672,-0.8188405632972721,-0.0906467214226723,0.305041,0.05311199999999999,1.3639189999999997,1.74889,1.6740599999999999
396,pM6boKOU,-1.3444813806855402,1.70668148994446,-0.532467544078827,-0.826086938381195,-0.126555532217026,0.252096,0.06653900000000001,1.4344139999999999,1.72642,1.62529
397,hsFpgSvW,-1.2228943972025401,1.70668148994446,-0.532467544078827,-0.826086938381195,-0.126555532217026,0.22505100000000003,0.07184899999999997,1.486089,1.72955,1.61438
398,XvXYDTPp,-1.28836431138569,1.45501112937927,-0.29962894320488004,-0.789855062961578,-0.19725148379802696,0.564286,0.050311000000000106,1.298064,1.4963899999999999,1.77347
399,lWfKDgAD,-1.26030577673577,1.45501112937927,-0.29962894320488004,-0.789855062961578,-0.19725148379802696,0.6427510000000001,0.053231999999999946,1.313769,1.53459,1.84317
400,dAOP47l3,-0.904897671170077,1.3859688043594398,-0.335807055234909,-0.804347813129425,-0.189229249954224,0.356238,0.058925000000000005,1.300732,1.71482,1.6083399999999999
401,UB4oHJXZ,-1.2228943972025401,1.3859688043594398,-0.335807055234909,-0.804347813129425,-0.189229249954224,0.384781,0.05265000000000003,1.3338789999999998,1.70527,1.5769799999999998
402,6CpJC8FT,-1.25095293185246,1.45501112937927,-0.576066792011261,-0.8623188138008121,-0.179997473955154,0.196708,0.07897300000000002,1.523952,1.78465,1.73753
403,5pBWTrZ8,-1.1200131034861498,1.45501112937927,-0.576066792011261,-0.8623188138008121,-0.179997473955154,0.170499,0.09124300000000002,1.646601,1.82965,1.7785
404,zjquzugJ,-1.39124560510207,1.3703786134719802,-0.4601113200187679,-0.8115941882133481,-0.17305038869380998,0.19184400000000001,0.06870299999999996,1.3944459999999999,1.60206,1.5489
405,oBUnYNlr,-1.054543189303,1.3703786134719802,-0.4601113200187679,-0.8115941882133481,-0.17305038869380998,0.19106700000000001,0.075848,1.446713,1.59159,1.53271
406,7i5ZZo7j,-0.7552521530371559,1.5218262672424299,-0.370129883289337,-0.8188405632972721,-0.24541591107845298,0.18600999999999998,0.06715100000000004,1.50831,1.68765,1.60385
407,BK1xJa6P,-0.586900945137619,1.5218262672424299,-0.370129883289337,-0.8188405632972721,-0.24541591107845298,0.4754,0.04243100000000005,1.33687,1.57666,1.7299
408,6e6RPqjN,-1.14807163813607,1.3636970520019498,-0.434137284755707,-0.847826063632965,-0.190221682190895,0.23553600000000002,0.059172999999999976,1.530344,1.77655,1.69157
409,8F4t06US,-1.0171318097697701,1.3636970520019498,-0.434137284755707,-0.847826063632965,-0.190221682190895,0.2726,0.05000100000000002,1.35293,1.75232,1.62814
410,DJBaCMTc,-1.18548301766931,1.99621379375458,-0.4907235503196721,-0.884057998657227,-0.220222368836403,0.301161,0.06131199999999998,1.567489,1.78388,1.64756
411,hQvzncDV,-1.44736267440192,1.99621379375458,-0.4907235503196721,-0.884057998657227,-0.220222368836403,0.287885,0.073957,1.6463550000000002,1.8459,1.6942400000000002
412,hMDJ62Yk,-0.521431030954466,2.08084630966187,-0.586270868778229,-0.8405796885490421,-0.29401969909667997,0.357599,0.04885499999999998,1.767001,1.76941,1.6848400000000001
413,kN4UOUWi,-0.502725341187851,2.08084630966187,-0.586270868778229,-0.8405796885490421,-0.29401969909667997,0.36684,0.05463299999999993,1.5987699999999998,1.7799900000000002,1.61986
414,1crlK9ts,0.320325008543218,4.55077934265137,-0.658627092838287,-0.833333313465118,-2.7202756404876696,0.586966,0.11332700000000007,1.149054,1.64763,1.733
415,pl052MZJ,0.7786144078252909,4.55077934265137,-0.658627092838287,-0.833333313465118,-2.7202756404876696,0.510133,0.12073699999999998,1.1971070000000001,1.6341299999999999,1.68133
416,cwrBrGPD,0.610263199925754,4.71559000015259,-0.827458262443542,-0.8623188138008121,-2.5600688457489,0.48027700000000006,0.15784999999999993,1.215943,1.6712599999999997,1.75732
417,GYSYA8Yf,0.797320097591905,4.71559000015259,-0.827458262443542,-0.8623188138008121,-2.5600688457489,0.457793,0.16664200000000007,1.232907,1.6813200000000001,1.77318
418,VGkjcPHc,0.133268110877066,4.61759471893311,-0.8849721550941471,-0.8985507488250729,-2.4854907989502,0.522786,0.08357499999999995,1.071064,1.64927,1.68745
419,7iJJOdzL,0.21744371482683497,4.61759471893311,-0.8849721550941471,-0.8985507488250729,-2.4854907989502,0.5357890000000001,0.07661099999999998,1.026741,1.63297,1.6690099999999999
420,grN9REWw,0.25485509436006504,3.98062372207642,-1.0538033246994,-0.971014499664307,-2.4716949462890603,0.532763,0.10162899999999997,1.122557,1.67967,1.69418
421,0xqCRTAM,0.133268110877066,3.98062372207642,-1.0538033246994,-0.971014499664307,-2.4716949462890603,0.491784,0.09863199999999994,1.157906,1.6602299999999999,1.66962
422,npH1vpn5,-0.175375770272085,4.74231624603271,-0.7124304175376891,-0.8188405632972721,-2.71226382255554,0.542479,0.129633,1.236891,1.67123,1.8374400000000002
423,xUGSUd2z,-0.137964390738855,4.74231624603271,-0.7124304175376891,-0.8188405632972721,-2.71226382255554,0.513809,0.15499600000000002,1.271641,1.69695,1.90566
424,jUQUmOXy,0.19873802506021898,4.55077934265137,-0.727272748947144,-0.8115941882133481,-2.4871604442596404,0.641088,0.06553900000000001,1.0040619999999998,1.6657,1.7328599999999998
425,KpVteEPC,0.6289688896923691,4.55077934265137,-0.727272748947144,-0.8115941882133481,-2.4871604442596404,0.683589,0.06871300000000002,1.0360709999999997,1.5575700000000001,1.68093
426,LylsOnBq,0.19873802506021898,4.61759471893311,-0.8589981198310849,-0.91304349899292,-2.37065720558167,0.571693,0.07838599999999996,1.090617,1.54314,1.61491
427,Npww2s8N,0.376442077843064,4.73786211013794,-0.7198515534400941,-0.963768124580383,-2.26775336265564,0.530996,0.083364,1.044704,1.58223,1.6326399999999999
428,3Deou72a,0.44191199202621706,4.73786211013794,-0.7198515534400941,-0.963768124580383,-2.26775336265564,0.527157,0.08603300000000003,1.065813,1.60161,1.65073
429,Rn1KU1UW,-0.62431232467085,4.76458787918091,-0.630797803401947,-0.8623188138008121,-2.44381356239319,0.487154,0.10274399999999995,1.162836,1.6139,1.6451900000000002
430,iyG6ALJG,0.142620955760374,4.76458787918091,-0.630797803401947,-0.8623188138008121,-2.44381356239319,0.5382399999999999,0.1112240000000001,1.1848300000000003,1.63704,1.66041
431,kgoP5ZwN,0.105209576227143,4.89153671264648,-0.9805194735527042,-1.00724637508392,-2.43202829360962,0.576888,0.09777400000000003,1.104482,1.71353,1.81046
432,jKYUrRhD,0.38579492272637106,4.89153671264648,-0.9805194735527042,-1.00724637508392,-2.43202829360962,0.761519,0.09064900000000009,0.995481,1.75584,1.99983
433,geZhcbdH,0.7224973385254451,3.89376401901245,-1.00927639007568,-0.985507249832153,-2.13335514068604,0.534672,0.08519299999999996,1.073628,1.55742,1.54657
434,E4iQdsIN,0.5541461306259079,3.89376401901245,-1.00927639007568,-0.985507249832153,-2.13335514068604,0.5791430000000001,0.08857599999999988,1.0592869999999999,1.58995,1.58293
435,r5sBMOcp,0.638321734575676,3.05857467651367,-0.80983304977417,-0.8985507488250729,-1.5664073228836102,0.421886,0.11118499999999998,1.150724,1.675,1.74721
436,olWphHIj,0.7037916487588299,3.05857467651367,-0.80983304977417,-0.8985507488250729,-1.5664073228836102,0.440564,0.11748900000000001,1.2023959999999998,1.70007,1.8038
437,C7pfunhb,0.666380269225599,4.24120283126831,-0.836734712123871,-0.95652174949646,-2.06635499000549,0.45894399999999996,0.09944199999999997,1.112026,1.54149,1.58912
438,7zJh9Izs,0.36708923295975604,4.24120283126831,-0.836734712123871,-0.95652174949646,-2.06635499000549,0.42384499999999997,0.09633699999999995,1.113635,1.5107,1.56607
439,1ybBUiVX,0.413853457376294,3.7690422534942596,-0.870129883289337,-0.963768124580383,-1.7761019468307502,0.461771,0.124195,1.1953690000000001,1.67412,1.74888
440,3iXlAEcf,0.526087595975985,3.7690422534942596,-0.870129883289337,-0.963768124580383,-1.7761019468307502,0.5031260000000001,0.12399199999999999,1.1769839999999996,1.68554,1.7624099999999998
441,v9D03fwY,0.582204665275831,3.2345211505889906,-1.3311688899993899,-0.963768124580383,-1.53444755077362,0.551722,0.08025399999999994,1.091218,1.59341,1.62315
442,3v6u1vZ1,0.647674579458984,3.2345211505889906,-1.3311688899993899,-0.963768124580383,-1.53444755077362,0.536313,0.08322299999999994,1.137707,1.5963399999999999,1.63625
443,HoSbZlBQ,0.46997052667614,2.9650332927703897,-0.870129883289337,-0.8768116235733029,-1.10437405109406,0.36280999999999997,0.08252300000000001,1.08412,1.71442,1.68252
444,5mr8amI1,0.50738190620937,2.9650332927703897,-0.870129883289337,-0.8768116235733029,-1.10437405109406,0.31456300000000004,0.08776599999999996,1.1014970000000002,1.6968,1.6530200000000002
445,BzXKxJJT,2.1441297607882,-1.02383077144623,-0.608534336090088,-0.442028999328613,1.3733803033828702,0.309726,0.17505300000000001,1.4572839999999998,1.74233,1.575
446,JuygBpj0,2.29377527892112,-1.02383077144623,-0.608534336090088,-0.442028999328613,1.3733803033828702,0.283532,0.21786300000000003,1.535028,1.7232599999999998,1.5044
447,2IhsYM3m,1.04984690944121,-1.02605795860291,-0.447124302387238,-0.376811593770981,1.46601855754852,0.278571,0.14129199999999997,1.349729,1.7708400000000002,1.59791
448,8f7WW88M,1.38654932524028,-1.02605795860291,-0.447124302387238,-0.376811593770981,1.46601855754852,0.22977899999999998,0.18781899999999999,1.5214110000000003,1.74501,1.63562
449,wrsjhxp7,0.413853457376294,-1.03273940086365,-0.5,-0.39130434393882796,1.51921761035919,0.40093,0.11715399999999998,1.3710699999999998,1.78398,1.6894799999999999
450,DDuTlOer,0.36708923295975604,-1.03273940086365,-0.5,-0.39130434393882796,1.51921761035919,0.392835,0.15105200000000002,1.439935,1.8212099999999998,1.72321
451,uhIT97b3,0.731850183408753,-1.02828502655029,-0.5092764496803279,-0.376811593770981,1.4652069807052601,0.291242,0.11946099999999998,1.3323479999999999,1.76312,1.53601
452,wl4Ecq69,1.8261330347557398,-1.02828502655029,-0.5092764496803279,-0.376811593770981,1.4652069807052601,0.24331,0.156946,1.50834,1.7589400000000002,1.63647
453,B01DOOnI,2.12542407102159,-1.0483295917511,-0.5769944190979001,-0.47101449966430703,1.3759855031967199,0.392844,0.17044299999999996,1.449556,1.8077599999999998,1.64955
454,yE0o3Dza,2.1441297607882,-1.0483295917511,-0.5769944190979001,-0.47101449966430703,1.3759855031967199,0.40452899999999997,0.17985500000000004,1.453421,1.82912,1.57436
455,fYExLVWf,2.21895251985466,-1.02605795860291,-0.619666039943695,-0.398550719022751,1.44127988815308,0.3908,0.16328500000000007,1.4013,1.7431900000000002,1.4961799999999998
456,YfUkOjSs,2.3966565726375095,-1.02605795860291,-0.619666039943695,-0.398550719022751,1.44127988815308,0.403387,0.19834000000000002,1.396663,1.75636,1.40511
457,Yd2YGnt5,1.5268419984899,-1.03273940086365,-0.49814471602439897,-0.362318843603134,1.43937766551971,0.288464,0.13527999999999996,1.4448159999999999,1.68222,1.58597
458,XJGHtle6,1.59231191267305,-1.03273940086365,-0.49814471602439897,-0.362318843603134,1.43937766551971,0.28430900000000003,0.14112399999999997,1.470551,1.6953099999999999,1.57405
459,PNwP57hF,0.7692615629419829,-1.03273940086365,-0.504638195037842,-0.376811593770981,1.4000935554504401,0.35053,0.12841999999999998,1.33744,1.78147,1.64287
460,lRWzFWei,0.872142856658366,-1.03273940086365,-0.504638195037842,-0.376811593770981,1.4000935554504401,0.333838,0.17010599999999992,1.5062419999999999,1.81005,1.72328
461,jf3BlMVW,2.17218829543812,-1.06391978263855,-0.892393350601196,-0.601449251174927,1.2442957162857098,0.41353100000000004,0.206416,1.483599,1.8650099999999998,1.7811599999999999
462,5LwMALfW,1.8728972591722801,-1.06391978263855,-0.892393350601196,-0.601449251174927,1.2442957162857098,0.344584,0.18603099999999995,1.518566,1.8146400000000003,1.73845
463,YeO01prI,2.11607122613828,-1.05278396606445,-0.7050092816352841,-0.5434782505035399,1.38501048088074,0.47897399999999996,0.16427200000000003,1.397196,1.7879599999999998,1.69945
464,zTRf5R83,1.79807450010582,-1.05278396606445,-0.7050092816352841,-0.5434782505035399,1.38501048088074,0.429521,0.16938999999999999,1.4129289999999999,1.7330900000000002,1.68756
465,TVeMcfJd,2.24701105450458,-1.0216035842895501,-0.537105739116669,-0.384057968854904,1.4083329439163201,0.25909499999999996,0.14898500000000003,1.409055,1.6997400000000003,1.3451600000000001
466,LYzVzwmK,2.2095996749713502,-1.0216035842895501,-0.537105739116669,-0.384057968854904,1.4083329439163201,0.277955,0.167398,1.393415,1.7156,1.36781
467,IN1pXQ1x,2.11607122613828,-1.03496658802032,-0.45732837915420504,-0.32608696818351696,1.3890526294708299,0.411108,0.15224600000000005,1.4063320000000001,1.78532,1.60769
468,4kAn9yjm,2.2563638993878903,-1.03496658802032,-0.45732837915420504,-0.32608696818351696,1.3890526294708299,0.37593200000000004,0.16309099999999987,1.395308,1.68482,1.4395799999999999
469,2c1wmyMT,2.23765820962128,-1.05055677890778,-0.454545468091965,-0.369565218687057,1.29899895191193,0.320115,0.17152700000000004,1.4819550000000001,1.75415,1.54346
470,3xysSYFS,1.79807450010582,-1.05055677890778,-0.454545468091965,-0.369565218687057,1.29899895191193,0.282694,0.182815,1.5069960000000002,1.81532,1.50619
471,Vt48jApf,1.3959021701235903,-1.0616925954818701,-0.31076067686080894,-0.28260868787765503,1.3588399887084999,0.32318800000000003,0.15451400000000004,1.4178419999999998,1.7771099999999997,1.57921
472,eDGgjhPS,-0.7552521530371559,-1.0616925954818701,-0.31076067686080894,-0.28260868787765503,1.3588399887084999,0.25645300000000004,0.08526399999999995,1.456257,1.8530400000000002,1.48678
473,IQJzd0fS,1.06855259920783,-1.04610240459442,-0.453617811203003,-0.376811593770981,1.36238074302673,0.342119,0.144685,1.361501,1.7504400000000002,1.5554
474,AzPA4PHF,1.71389889615605,-1.04610240459442,-0.453617811203003,-0.376811593770981,1.36238074302673,0.36864,0.18963799999999992,1.4653699999999998,1.79813,1.65808
475,ihsrASgg,1.5268419984899,-1.00824058055878,-0.476808905601501,-0.398550719022751,1.3865715265274001,0.353193,0.139828,1.4299270000000002,1.75965,1.59263
476,VjUPQRic,1.6764875166228201,-1.00824058055878,-0.476808905601501,-0.398550719022751,1.3865715265274001,0.341901,0.16490400000000005,1.502449,1.7761099999999999,1.62596
477,mlsGAOSN,0.27356078412668,3.28797316551208,-0.5037105679512021,-0.507246375083923,-1.4841742515563998,0.25602199999999997,0.10751400000000005,1.409058,1.7691,1.71922
478,dm9L9uQR,0.647674579458984,3.28797316551208,-0.5037105679512021,-0.507246375083923,-1.4841742515563998,0.27167800000000003,0.120477,1.436762,1.74145,1.71432
479,3jZIELzg,0.6196160448090611,3.30356335639954,-0.7875695824623109,-0.6449275612831121,-1.53623604774475,0.378835,0.21696,1.5078449999999999,1.7694299999999998,1.6844299999999999
480,bVoQenIe,1.3959021701235903,3.30356335639954,-0.7875695824623109,-0.6449275612831121,-1.53623604774475,0.403794,0.23816000000000004,1.5163460000000002,1.7915,1.72425
481,hclrZ0n3,-0.409196892354775,3.5552339553832994,-0.34879407286644,-0.5434782505035399,-1.6584614515304599,0.322189,0.06535799999999997,1.096631,1.78135,1.4603899999999999
482,uco0Xnzq,-0.137964390738855,3.5552339553832994,-0.34879407286644,-0.5434782505035399,-1.6584614515304599,0.342275,0.07264499999999996,1.1877049999999998,1.77883,1.53292
483,qG8g6i9p,-0.643018014437465,3.8202672004699703,-0.737476825714111,-0.717391312122345,-1.72935378551483,0.340386,0.06770599999999999,1.374614,1.6632099999999999,1.5599
484,w6s98lov,-0.343726978171622,3.8202672004699703,-0.737476825714111,-0.717391312122345,-1.72935378551483,0.363108,0.06536400000000003,1.387782,1.68728,1.57328
485,CQHnzkVy,-0.0818473214390087,3.6020045280456503,-0.532467544078827,-0.536231875419617,-1.48401403427124,0.405572,0.068073,1.3266680000000002,1.66893,1.53951
486,5CS3G1N8,-0.32502128840500605,3.6020045280456503,-0.532467544078827,-0.536231875419617,-1.48401403427124,0.428262,0.06920900000000002,1.3826580000000002,1.68298,1.56257
487,1jtKwpSX,1.0030826850246701,3.32138085365295,-0.83858996629715,-0.659420311450958,-1.5571496486663798,0.35999899999999996,0.18678100000000009,1.4630109999999998,1.7217799999999999,1.6160299999999999
488,3jPWcvCI,2.15348260567151,3.32138085365295,-0.83858996629715,-0.659420311450958,-1.5571496486663798,0.361166,0.23127399999999998,1.3960340000000002,1.71817,1.63826
489,rWToXGzq,1.04984690944121,3.48173713684082,-0.29684600234031705,-0.347826093435287,-1.6816443204879798,0.403487,0.21763300000000002,1.4850030000000003,1.8258599999999998,1.6691200000000002
490,ALrXzE4D,1.8261330347557398,3.48173713684082,-0.29684600234031705,-0.347826093435287,-1.6816443204879798,0.40428800000000004,0.2464349999999999,1.507692,1.80339,1.6454400000000002
491,PesQLYaB,0.0865038864605279,3.9093542098999,-0.6456400752067571,-0.731884062290192,-1.7562531232833898,0.378606,0.057089,1.3314039999999998,1.68192,1.62104
492,9WMu1KVI,-0.0631416316723939,3.9093542098999,-0.6456400752067571,-0.731884062290192,-1.7562531232833898,0.415404,0.06405,1.453566,1.74535,1.67307
493,S86tQPfE,-0.278257063988468,3.3169264793396,-0.768089056015015,-0.789855062961578,-1.66023445129395,0.433641,0.048956,1.255559,1.7153599999999998,1.60674
494,kbwyLNCI,-0.512078186071158,3.3169264793396,-0.768089056015015,-0.789855062961578,-1.66023445129395,0.406717,0.06313099999999994,1.388303,1.70013,1.6054700000000002
495,T7a04CrM,1.36784363547367,3.41046762466431,-0.6233766078948969,-0.507246375083923,-1.6011221408844,0.33055100000000004,0.21163599999999994,1.514299,1.81275,1.6934200000000001
496,xpCgYYUW,2.00383708753859,3.41046762466431,-0.6233766078948969,-0.507246375083923,-1.6011221408844,0.380754,0.23681099999999994,1.415026,1.8124,1.6865900000000003
497,QttzDf87,0.142620955760374,3.43051218986511,-0.5779221057891851,-0.355072468519211,-1.63970327377319,0.24284,0.11534499999999998,1.25842,1.78266,1.52548
