venue,user,time
153959,210241,2012-01-24 00:09:55
153959,70780,2012-01-23 23:58:53
153959,197465,2012-01-23 23:34:01
1023,153522,2012-01-24 00:44:26
9134,83115,2012-01-24 00:48:22
9134,1789473,2012-01-24 00:35:07
10936,1789487,2012-01-24 00:56:45
10936,81228,2012-01-24 00:56:28
114777,1389262,2012-01-24 00:16:21
15220,1789490,2012-01-24 00:50:44
106260,357167,2012-01-24 00:58:12
106260,1399000,2012-01-24 00:47:39
15220,1480241,2012-01-24 00:48:42
114777,1717365,2012-01-23 22:34:45
15220,194918,2012-01-24 00:46:50
40697,1532681,2012-01-24 00:45:30
15220,905389,2012-01-24 00:23:34
40697,17118,2012-01-24 00:30:40
40697,1370351,2012-01-24 00:28:53
52660,103437,2012-01-23 23:11:57
40697,1347773,2012-01-24 00:17:50
52660,77221,2012-01-23 22:34:58
55366,500885,2012-01-24 00:11:48
55366,1037474,2012-01-24 00:06:49
245808,1789504,2012-01-24 00:46:56
245808,248539,2012-01-23 23:21:20
55366,1789505,2012-01-24 00:06:02
55366,72843,2012-01-23 23:54:41
34740,1355431,2012-01-24 00:07:16
55366,50187,2012-01-23 23:32:10
55366,1482188,2012-01-23 22:05:56
88165,1788822,2012-01-24 00:57:32
88165,1789509,2012-01-24 00:56:10
55937,1392233,2012-01-24 00:56:29
12037,11416,2012-01-23 22:23:01
785,974643,2012-01-24 00:57:37
55937,1789529,2012-01-24 00:50:32
785,326965,2012-01-24 00:54:46
785,523015,2012-01-24 00:40:24
785,401919,2012-01-24 00:36:59
785,1789536,2012-01-24 00:27:16
785,936621,2012-01-24 00:23:13
785,648663,2012-01-24 00:20:35
785,1479693,2012-01-24 00:15:13
785,1418205,2012-01-24 00:12:24
131064,194684,2012-01-24 00:18:32
131064,293137,2012-01-23 23:29:10
785,14339,2012-01-24 00:09:22
277235,1789550,2012-01-24 00:25:36
28505,1282104,2012-01-23 23:18:16
427,991209,2012-01-23 23:42:18
86481,22033,2012-01-24 00:22:44
299216,1439762,2012-01-24 00:47:03
5325,1789578,2012-01-24 00:45:25
55696,381348,2012-01-23 23:43:05
299216,1387025,2012-01-24 00:16:44
175294,1387683,2012-01-24 00:43:50
16145,1498918,2012-01-24 00:54:55
16145,11345,2012-01-23 23:50:58
16145,283842,2012-01-23 23:45:41
16145,1364025,2012-01-23 23:43:24
16145,42117,2012-01-23 23:35:49
193972,1789591,2012-01-24 00:42:07
10099,79804,2012-01-24 01:02:07
10099,1461673,2012-01-24 00:54:26
85397,1789613,2012-01-23 23:00:27
102644,1789615,2012-01-24 00:41:13
102644,1392772,2012-01-23 23:47:39
102644,93910,2012-01-23 22:56:00
7558,1789621,2012-01-24 00:30:30
7558,535012,2012-01-23 23:13:33
7277,204057,2012-01-24 00:03:53
320215,1402437,2012-01-24 00:02:14
7277,1445427,2012-01-23 22:59:06
320215,1336226,2012-01-23 23:14:18
10936,624557,2012-01-24 01:07:31
10936,1066569,2012-01-24 01:04:25
18347,809978,2012-01-24 00:19:37
82170,1535640,2012-01-23 23:44:52
11492,1455616,2012-01-24 01:08:27
18347,1789650,2012-01-23 22:21:57
82170,456400,2012-01-23 23:43:13
82170,615459,2012-01-23 23:10:26
11492,1789655,2012-01-24 01:02:21
11492,89574,2012-01-24 00:58:04
786,145961,2012-01-24 01:06:58
11492,1335432,2012-01-24 00:55:27
786,1377344,2012-01-24 00:55:43
33767,95919,2012-01-24 00:54:05
786,505621,2012-01-24 00:50:37
786,1715522,2012-01-23 23:50:23
786,272934,2012-01-23 23:49:06
11492,1789662,2012-01-24 00:53:10
786,1677018,2012-01-23 23:47:19
11492,1789668,2012-01-24 00:50:58
11492,162068,2012-01-24 00:45:20
786,119211,2012-01-23 23:38:45
786,1349026,2012-01-23 23:25:11
11492,1200249,2012-01-24 00:44:54
92515,186665,2012-01-23 23:27:32
786,1353109,2012-01-23 23:22:21
33767,1789675,2012-01-24 00:44:19
11492,1511015,2012-01-24 00:43:13
786,857254,2012-01-23 23:17:28
786,456401,2012-01-23 23:02:56
33767,1166887,2012-01-24 00:43:05
786,1789683,2012-01-23 22:30:59
786,1661449,2012-01-23 22:12:18
157719,1789705,2012-01-23 22:49:57
1343,1241202,2012-01-24 00:43:16
6383,1789733,2012-01-24 00:52:38
6383,57939,2012-01-24 00:51:35
52295,531626,2012-01-24 00:18:57
52295,364458,2012-01-24 00:16:20
237582,1466640,2012-01-24 00:36:14
237582,1338355,2012-01-24 00:24:11
52295,1789754,2012-01-24 00:15:53
12022,1532799,2012-01-24 00:16:05
52295,292180,2012-01-23 22:41:04
345027,105913,2012-01-23 22:54:08
48779,1338037,2012-01-24 00:21:56
48881,1339605,2012-01-24 01:14:07
48881,1789821,2012-01-24 01:06:11
48881,500774,2012-01-24 00:56:23
48881,1464220,2012-01-24 00:43:55
48881,1431711,2012-01-24 00:39:15
48881,279440,2012-01-24 00:37:50
48881,1353977,2012-01-24 00:35:24
11492,1348627,2012-01-24 01:16:13
48881,1247512,2012-01-24 00:05:55
11492,156093,2012-01-24 01:13:58
11492,1774281,2012-01-24 01:13:19
48881,772914,2012-01-23 23:50:07
33767,24004,2012-01-24 01:12:53
48881,1344065,2012-01-23 23:43:03
11492,1337230,2012-01-24 01:12:14
11492,599862,2012-01-24 01:10:42
48881,1417864,2012-01-23 23:10:52
136768,1419008,2012-01-23 22:44:32
568549,246026,2012-01-23 23:07:28
25206,1560103,2012-01-23 23:38:15
408321,1696320,2012-01-24 00:34:57
29557,1400155,2012-01-24 01:03:19
29557,1789865,2012-01-23 23:55:58
834,372963,2012-01-24 01:18:57
834,365107,2012-01-24 01:04:48
11492,1340157,2012-01-24 01:19:21
11492,1342312,2012-01-24 01:17:34
3066,26133,2012-01-24 01:12:25
3066,1306327,2012-01-24 01:03:37
3066,111820,2012-01-24 00:42:27
3066,1339877,2012-01-24 00:33:14
77289,1015765,2012-01-23 22:27:23
3066,1789891,2012-01-24 00:08:52
3066,1789892,2012-01-23 23:52:35
3066,1341150,2012-01-23 23:44:40
3066,108901,2012-01-23 23:11:31
3066,363126,2012-01-23 22:57:20
265830,1783069,2012-01-24 00:58:55
83583,89222,2012-01-24 01:19:04
83583,507982,2012-01-24 00:42:07
67461,436642,2012-01-24 00:50:23
55831,1789964,2012-01-24 00:05:17
67461,547544,2012-01-24 00:41:11
450346,1789972,2012-01-24 00:52:37
67461,1789973,2012-01-23 23:50:20
788,1652999,2012-01-24 01:17:30
67461,1700132,2012-01-23 23:10:45
12038,1624150,2012-01-24 01:13:37
159745,702293,2012-01-24 00:41:21
12038,1161834,2012-01-24 00:34:22
12038,1789998,2012-01-24 00:27:51
12038,1398836,2012-01-24 00:22:44
3956,72424,2012-01-24 00:04:07
3956,75471,2012-01-23 23:52:19
2427,103519,2012-01-23 23:52:05
23361,91316,2012-01-24 01:20:53
23361,1790030,2012-01-24 01:17:36
545178,464691,2012-01-24 01:13:48
65554,57037,2012-01-24 00:50:38
86203,1790037,2012-01-24 01:01:33
261190,1060415,2012-01-24 01:22:41
261190,1346168,2012-01-24 01:04:25
65554,1790042,2012-01-24 00:43:06
86203,1045533,2012-01-24 00:19:15
65554,317212,2012-01-24 00:24:59
261190,168321,2012-01-24 01:03:20
86203,1784282,2012-01-23 23:04:56
11495,1541177,2012-01-23 23:27:52
88820,1790062,2012-01-24 00:56:12
88820,1790064,2012-01-24 00:50:21
50654,1790070,2012-01-24 00:12:04
162258,98349,2012-01-24 00:07:04
108243,990563,2012-01-24 01:20:40
466010,1378346,2012-01-24 00:42:13
6337,1403210,2012-01-24 01:11:25
60095,1662611,2012-01-24 00:19:56
35096,1790101,2012-01-24 00:28:41
649324,59396,2012-01-24 00:22:29
649324,78121,2012-01-24 00:06:34
649324,21402,2012-01-24 00:04:17
649324,1790105,2012-01-23 23:54:26
649324,294722,2012-01-23 23:11:42
11492,1790110,2012-01-24 01:31:01
11492,1790116,2012-01-24 01:28:33
11492,1790120,2012-01-24 01:28:04
11492,1367744,2012-01-24 01:28:02
68479,23216,2012-01-24 01:19:11
11492,87099,2012-01-24 01:24:05
11492,65988,2012-01-24 01:23:49
11492,1348552,2012-01-24 01:22:29
33767,1367841,2012-01-24 01:20:41
2080,67085,2012-01-24 00:25:49
188615,1638170,2012-01-24 00:52:56
831,90398,2012-01-24 01:26:23
188615,60367,2012-01-24 00:48:34
1343,617421,2012-01-24 01:30:39
5834,1783882,2012-01-24 01:27:17
5834,272466,2012-01-24 01:23:35
48876,1781869,2012-01-24 00:52:54
48876,91210,2012-01-24 00:17:48
331889,5369,2012-01-24 01:24:58
331889,1790173,2012-01-24 00:03:56
60383,186665,2012-01-24 01:30:01
60383,1663169,2012-01-24 01:28:48
12968,1790189,2012-01-24 01:24:39
12968,1334991,2012-01-24 01:13:28
12968,1781282,2012-01-24 01:06:42
12968,1423256,2012-01-24 00:43:21
12968,1353568,2012-01-24 00:36:53
11492,1343462,2012-01-24 01:33:12
837,1479604,2012-01-24 01:31:03
837,1790208,2012-01-24 01:21:23
837,334104,2012-01-24 01:21:16
17422,1790209,2012-01-24 01:35:18
837,1789180,2012-01-24 00:46:31
17422,1790213,2012-01-24 01:15:41
837,464674,2012-01-24 00:31:33
837,670080,2012-01-24 00:13:20
17422,344882,2012-01-24 00:44:41
837,91019,2012-01-24 00:06:51
837,485996,2012-01-23 23:57:23
837,87773,2012-01-23 23:17:04
837,1790221,2012-01-23 23:14:34
837,1790225,2012-01-23 23:08:05
65861,22848,2012-01-24 01:26:28
65861,1744640,2012-01-23 23:52:53
65861,1356449,2012-01-23 23:22:25
65861,149851,2012-01-23 23:15:42
502123,45746,2012-01-24 01:28:30
502123,756408,2012-01-24 00:45:08
502123,643133,2012-01-23 23:35:41
65861,1790234,2012-01-23 22:58:27
828,1418210,2012-01-24 00:57:26
828,1398288,2012-01-23 23:51:52
833,1778715,2012-01-24 00:29:45
537159,1375926,2012-01-24 00:29:39
537159,1790262,2012-01-24 00:09:07
419,1356949,2012-01-24 01:38:43
419,1353939,2012-01-24 01:07:15
419,114123,2012-01-24 00:39:46
419,270945,2012-01-24 00:39:21
55937,107432,2012-01-24 01:17:41
384023,778260,2012-01-24 00:46:26
11492,1343763,2012-01-24 01:38:33
419,1790272,2012-01-24 00:00:36
5834,14837,2012-01-24 01:38:48
5834,200066,2012-01-24 01:38:36
10936,1782660,2012-01-24 01:33:09
10936,496400,2012-01-24 01:32:11
10936,1324256,2012-01-24 01:31:41
10936,370599,2012-01-24 01:29:24
10936,220260,2012-01-24 01:28:53
441298,52365,2012-01-24 00:33:46
441298,1403300,2012-01-24 00:31:27
10936,461065,2012-01-24 01:28:44
10936,1642036,2012-01-24 01:27:18
58274,470353,2012-01-24 00:20:00
10936,1480965,2012-01-24 01:26:05
58274,1638842,2012-01-24 00:19:02
10936,1790310,2012-01-24 01:23:58
10936,533875,2012-01-24 01:18:21
10936,704185,2012-01-24 01:16:40
10936,19636,2012-01-24 01:14:15
10936,1783740,2012-01-24 01:13:38
11492,1540805,2012-01-24 01:41:47
11492,1452725,2012-01-24 01:40:39
57176,1467320,2012-01-24 01:28:41
23344,1790346,2012-01-24 01:39:40
66385,347038,2012-01-23 23:00:31
3073,1314776,2012-01-24 00:52:16
127030,1755739,2012-01-24 01:35:38
179327,66669,2012-01-24 01:33:01
179327,311464,2012-01-24 01:07:22
156194,83856,2012-01-24 01:10:54
179327,95088,2012-01-24 01:04:21
17690,596079,2012-01-24 01:04:11
179327,660039,2012-01-24 01:02:56
16098,1358148,2012-01-24 00:52:48
194930,1783366,2012-01-24 00:59:27
16098,61187,2012-01-24 00:52:38
194930,1367295,2012-01-24 00:49:16
16098,1530240,2012-01-24 00:43:02
150526,1790388,2012-01-24 00:36:11
150526,469860,2012-01-24 00:33:48
36076,1707401,2012-01-24 00:58:31
36076,305455,2012-01-24 00:29:26
11492,940039,2012-01-24 01:47:28
11492,543901,2012-01-24 01:45:10
11492,48837,2012-01-24 01:44:43
1198,261362,2012-01-23 23:25:31
55937,1786544,2012-01-24 01:47:04
1251,139147,2012-01-24 01:31:29
1251,85120,2012-01-24 00:44:32
7560,1431510,2012-01-24 01:20:47
6345,1790414,2012-01-24 01:24:34
7560,1790416,2012-01-24 01:10:48
86412,1360837,2012-01-24 00:18:37
6345,1785940,2012-01-24 01:18:23
7560,617479,2012-01-24 01:10:01
86412,1721304,2012-01-23 23:40:02
6345,1790420,2012-01-24 01:16:54
7560,1790421,2012-01-24 00:59:30
86412,89795,2012-01-23 23:39:05
7560,1345459,2012-01-24 00:49:21
415,1790422,2012-01-24 01:00:49
415,615314,2012-01-23 23:58:24
86412,455377,2012-01-23 23:33:12
7560,908227,2012-01-24 00:46:25
34157,1374676,2012-01-24 00:38:10
7560,299687,2012-01-24 00:23:49
36475,306278,2012-01-24 00:03:21
7560,1790425,2012-01-23 23:30:20
7560,1722595,2012-01-23 23:11:55
3061,1790435,2012-01-24 00:54:38
3061,1790436,2012-01-24 00:47:27
3061,1342322,2012-01-24 00:46:14
998,12126,2012-01-24 00:18:04
50021,1342379,2012-01-24 00:21:21
117613,65747,2012-01-23 23:34:46
50021,1362145,2012-01-24 00:02:03
117613,1790464,2012-01-23 23:10:46
16079,1286947,2012-01-23 23:50:10
160509,1790480,2012-01-24 00:05:33
9825,1715505,2012-01-24 01:41:53
151083,762339,2012-01-24 01:22:54
56158,396271,2012-01-24 01:29:08
78243,71606,2012-01-24 01:29:22
56158,1790498,2012-01-24 01:13:15
78243,86238,2012-01-24 01:24:34
78243,1358434,2012-01-24 00:38:54
151525,1499195,2012-01-23 23:55:58
21646,95222,2012-01-23 23:50:43
21646,212214,2012-01-23 23:44:57
166739,1665537,2012-01-24 01:05:01
12041,209998,2012-01-24 01:16:56
166739,1343786,2012-01-24 00:58:48
166739,81564,2012-01-23 23:18:58
166739,1534314,2012-01-23 23:11:25
11492,40866,2012-01-24 01:54:39
110645,108117,2012-01-23 23:50:10
4540,1378133,2012-01-24 00:03:49
11492,153757,2012-01-24 01:53:57
2428,1334998,2012-01-24 01:22:23
959,509587,2012-01-24 01:31:54
427,1401636,2012-01-24 01:39:04
2428,1335000,2012-01-24 01:22:11
2428,388696,2012-01-23 23:47:41
959,1790555,2012-01-24 01:22:32
217122,1700841,2012-01-24 00:54:46
217122,1790559,2012-01-24 00:41:12
217122,1619105,2012-01-24 00:19:54
12968,1790570,2012-01-24 01:54:14
60383,1102902,2012-01-24 01:52:27
60383,1781720,2012-01-24 01:49:00
168951,89626,2012-01-24 00:27:06
60383,223296,2012-01-24 01:47:14
788,174013,2012-01-24 01:58:44
788,1339289,2012-01-24 01:49:57
788,1790594,2012-01-24 01:47:03
204939,815683,2012-01-23 23:57:25
25368,265336,2012-01-24 00:41:36
2080,100164,2012-01-24 01:59:13
11492,1361509,2012-01-24 02:00:38
11492,902341,2012-01-24 01:59:21
11492,1464929,2012-01-24 01:59:00
54868,875707,2012-01-24 01:51:29
54868,369758,2012-01-24 01:49:24
16098,1786991,2012-01-24 01:57:52
179327,660541,2012-01-24 01:57:27
54868,770393,2012-01-24 01:16:30
16098,1682462,2012-01-24 01:57:14
54868,149838,2012-01-24 01:09:03
54868,1371610,2012-01-24 01:03:45
16098,249460,2012-01-24 01:54:14
54868,17996,2012-01-24 00:23:20
54868,597420,2012-01-24 00:05:51
54868,19940,2012-01-24 00:02:49
54868,55217,2012-01-24 00:00:33
54868,1418607,2012-01-23 23:59:49
54868,758190,2012-01-23 23:54:42
54868,89946,2012-01-23 23:43:59
54868,1335782,2012-01-23 23:36:55
54868,80602,2012-01-23 23:33:54
54868,1347098,2012-01-23 23:18:38
800,214317,2012-01-24 01:44:40
34538,1790675,2012-01-24 01:42:43
15426,1769878,2012-01-23 23:55:36
437,1357451,2012-01-24 01:19:01
62636,1790691,2012-01-23 23:41:51
10062,1790693,2012-01-24 01:32:26
10062,295038,2012-01-24 01:10:28
10062,425169,2012-01-24 01:08:48
34568,392186,2012-01-24 01:59:11
34568,43133,2012-01-23 23:59:16
69873,1470027,2012-01-24 01:16:21
69873,65407,2012-01-23 23:48:42
266730,17267,2012-01-24 01:23:32
7697,1393200,2012-01-24 01:34:42
41355,1790735,2012-01-24 00:23:02
41355,501141,2012-01-24 00:18:20
41355,71835,2012-01-23 23:32:15
273245,1440101,2012-01-24 02:13:06
14389,1117177,2012-01-24 02:14:01
14389,11657,2012-01-24 02:12:48
194928,1790743,2012-01-24 02:10:47
14389,364230,2012-01-24 02:10:03
14389,1381161,2012-01-24 02:08:01
194928,1375738,2012-01-24 01:05:59
14389,1776938,2012-01-24 01:54:55
194928,966567,2012-01-24 01:04:33
194928,352225,2012-01-24 00:54:42
14389,978485,2012-01-24 01:50:32
95111,298144,2012-01-24 02:07:33
194928,251652,2012-01-24 00:52:00
14389,258267,2012-01-24 01:48:47
194928,1621706,2012-01-24 00:50:23
95111,1790757,2012-01-24 02:06:21
14389,1384047,2012-01-24 01:47:19
194928,1790759,2012-01-24 00:43:04
14389,1790761,2012-01-24 01:38:36
14389,1466057,2012-01-24 01:37:07
13779,1790767,2012-01-24 00:19:25
14389,227467,2012-01-24 01:37:05
14389,1715901,2012-01-24 01:30:45
14389,104696,2012-01-24 01:27:35
43224,1384764,2012-01-24 01:06:23
21735,1474112,2012-01-24 01:00:00
23321,402806,2012-01-24 00:47:02
14389,270935,2012-01-24 01:15:25
15220,427633,2012-01-24 01:36:02
21735,1790771,2012-01-23 23:50:21
14389,21041,2012-01-24 00:51:44
14389,1471110,2012-01-24 00:28:22
1339,1347422,2012-01-24 00:46:17
69401,126152,2012-01-24 01:27:20
69401,287548,2012-01-24 00:47:20
187164,1664967,2012-01-24 00:35:09
187164,1417395,2012-01-24 00:32:26
55937,628429,2012-01-24 01:50:23
57176,539790,2012-01-24 02:10:54
1010192,389495,2012-01-24 01:53:12
1010192,1789504,2012-01-24 01:36:10
1010192,1788985,2012-01-24 01:34:27
1010192,216493,2012-01-24 01:29:32
766807,1403204,2012-01-23 23:32:13
163120,51081,2012-01-24 02:09:59
10064,47709,2012-01-24 00:19:08
788,130276,2012-01-24 02:06:30
788,72613,2012-01-24 02:06:01
50653,1345767,2012-01-24 02:09:24
50653,1790865,2012-01-24 01:59:19
50653,331351,2012-01-24 01:33:14
52492,571632,2012-01-24 00:25:29
50653,607130,2012-01-24 01:24:34
50653,365000,2012-01-24 01:16:19
52492,1790869,2012-01-23 23:31:07
50653,87589,2012-01-24 01:14:26
52492,1790873,2012-01-23 23:22:17
56447,818956,2012-01-24 01:40:17
1246,1660776,2012-01-24 01:50:43
1246,29025,2012-01-24 01:34:36
56447,1790882,2012-01-24 01:23:34
77335,1787770,2012-01-24 02:20:16
56447,159933,2012-01-24 01:08:08
77335,35995,2012-01-24 02:16:48
77335,1790889,2012-01-24 01:28:33
9134,1790890,2012-01-24 02:00:00
347780,1790891,2012-01-24 00:59:28
77335,1528973,2012-01-24 01:06:08
9134,1790895,2012-01-24 01:47:01
347780,1790896,2012-01-24 00:54:25
9134,78108,2012-01-24 01:39:20
77335,1790903,2012-01-24 01:03:22
77335,54103,2012-01-24 01:02:24
9134,1790904,2012-01-24 01:36:23
9134,43820,2012-01-24 01:33:21
12968,1784563,2012-01-24 02:23:00
77335,1784963,2012-01-24 01:02:03
77335,370927,2012-01-24 01:01:35
77335,364233,2012-01-24 00:46:27
12968,1339181,2012-01-24 02:21:21
77335,1293276,2012-01-24 00:46:14
12968,1781007,2012-01-24 02:20:41
12968,936464,2012-01-24 02:20:25
10936,1786878,2012-01-24 02:17:30
77335,16072,2012-01-24 00:45:59
12968,428993,2012-01-24 02:18:30
77335,1406215,2012-01-24 00:43:32
10936,1790913,2012-01-24 02:15:45
77335,1341382,2012-01-24 00:25:33
12968,1790915,2012-01-24 02:11:49
10936,413001,2012-01-24 02:10:20
12968,1670116,2012-01-24 02:08:14
77335,1790917,2012-01-24 00:05:12
10936,1790919,2012-01-24 01:59:01
77335,1790922,2012-01-24 00:02:39
10936,1790923,2012-01-24 01:51:37
10936,287072,2012-01-24 01:51:11
20929,1790926,2012-01-24 00:57:26
20929,746716,2012-01-24 00:43:59
11492,1457385,2012-01-24 02:24:17
11492,1790934,2012-01-24 02:23:40
11492,1619255,2012-01-24 02:18:53
11492,1788985,2012-01-24 02:18:17
88820,1442966,2012-01-24 02:09:17
43224,1790967,2012-01-24 02:22:17
7515,67439,2012-01-24 00:52:37
3066,1354983,2012-01-24 02:18:04
106258,73067,2012-01-24 02:12:55
52660,1352692,2012-01-24 02:26:43
52660,288401,2012-01-24 02:16:56
780938,1791015,2012-01-24 01:44:08
131703,1781740,2012-01-24 01:12:14
745242,1422689,2012-01-24 00:49:57
52660,1789401,2012-01-24 01:48:28
932690,23328,2012-01-23 23:52:25
52660,930722,2012-01-24 01:44:23
745242,1791021,2012-01-24 00:37:07
932690,190014,2012-01-23 23:35:55
52660,84461,2012-01-24 01:34:28
745242,1791025,2012-01-24 00:36:11
93984,980279,2012-01-24 01:35:41
56160,1791028,2012-01-24 02:09:55
93984,354332,2012-01-24 01:25:54
93984,449892,2012-01-24 01:18:56
7703,332607,2012-01-24 01:53:04
47500,1393166,2012-01-24 02:24:49
7703,27803,2012-01-24 01:52:21
7703,1706736,2012-01-24 00:56:35
208155,1791041,2012-01-24 01:10:01
7703,1791044,2012-01-24 00:07:46
73804,1791047,2012-01-24 01:18:37
351869,98599,2012-01-24 02:28:22
351869,193443,2012-01-24 02:06:30
351869,1395731,2012-01-24 01:02:25
351869,1791054,2012-01-24 00:30:13
351869,1704272,2012-01-24 00:29:41
351869,401879,2012-01-24 00:19:21
96793,1455300,2012-01-24 01:31:33
351869,1361868,2012-01-23 23:43:18
96793,1125912,2012-01-24 00:49:07
351869,298381,2012-01-23 23:30:17
96793,22113,2012-01-24 00:45:10
33767,1533691,2012-01-24 02:30:56
78456,1791075,2012-01-24 01:54:54
793563,103967,2012-01-24 02:31:59
78456,1687700,2012-01-24 01:24:24
5834,1791078,2012-01-24 02:13:40
78456,1791079,2012-01-24 01:21:03
286884,311651,2012-01-24 02:09:27
20678,56886,2012-01-24 01:25:12
20678,1791085,2012-01-24 00:06:57
20678,1049122,2012-01-24 00:02:27
20678,715684,2012-01-23 23:50:40
106677,1742587,2012-01-24 01:10:58
106677,370777,2012-01-24 00:34:03
55696,720440,2012-01-24 02:24:45
55696,4455,2012-01-24 02:08:47
55696,1553285,2012-01-24 01:13:26
836,73971,2012-01-24 01:51:27
836,1469515,2012-01-24 00:35:29
16098,1791113,2012-01-24 02:30:02
16098,1652273,2012-01-24 02:11:19
12968,1582831,2012-01-24 02:38:50
60383,1781526,2012-01-24 02:37:33
905655,350073,2012-01-24 00:43:10
203379,807652,2012-01-24 02:29:32
203379,1230511,2012-01-24 02:09:59
203379,1555146,2012-01-24 01:25:57
203379,421618,2012-01-24 00:15:17
203379,197515,2012-01-24 00:00:08
33603,367950,2012-01-24 01:29:53
788,1789278,2012-01-24 02:35:13
788,1239527,2012-01-24 02:32:45
7277,78939,2012-01-24 01:44:51
185472,1449556,2012-01-24 01:20:30
185472,1338799,2012-01-23 23:48:04
13780,1482197,2012-01-24 00:47:40
167225,1791152,2012-01-24 01:11:40
167225,1550892,2012-01-24 01:08:52
191294,1478990,2012-01-24 02:36:31
167225,1006327,2012-01-24 01:07:46
167225,1627012,2012-01-24 00:59:55
191294,852312,2012-01-24 01:51:36
167225,1342921,2012-01-24 00:48:14
191294,1786497,2012-01-24 01:50:02
191294,1296741,2012-01-24 00:10:38
191294,1791158,2012-01-24 00:10:28
1238,379931,2012-01-24 02:34:39
1238,1700714,2012-01-24 01:54:26
9132,73423,2012-01-24 02:30:18
30420,1791171,2012-01-24 01:18:03
30420,75378,2012-01-24 01:01:43
30420,1480407,2012-01-24 00:44:59
6383,1391982,2012-01-24 02:29:33
6383,830787,2012-01-24 02:20:39
6383,1376849,2012-01-24 01:46:00
6383,1386170,2012-01-24 01:33:00
16098,1356295,2012-01-24 02:40:57
25206,1372614,2012-01-24 02:27:48
25206,1580509,2012-01-24 01:42:54
10936,347811,2012-01-24 02:42:48
10936,1404187,2012-01-24 02:39:28
19766,336527,2012-01-24 01:21:27
10936,1791194,2012-01-24 02:33:46
19766,1598942,2012-01-24 01:05:01
10936,1352601,2012-01-24 02:32:27
19766,891468,2012-01-24 00:46:26
23385,1791202,2012-01-24 01:55:45
23385,1791204,2012-01-24 01:35:27
23385,1791207,2012-01-23 23:46:22
79839,3815,2012-01-24 02:36:20
79839,70575,2012-01-24 02:20:53
169522,79788,2012-01-24 01:36:32
48817,1339123,2012-01-24 00:56:36
79839,12985,2012-01-24 02:18:50
169522,1350904,2012-01-24 01:26:21
169522,1106269,2012-01-24 00:08:32
79839,623491,2012-01-24 02:10:54
169522,988583,2012-01-24 00:07:15
79839,1378354,2012-01-24 02:10:00
79839,1662424,2012-01-24 00:43:37
368477,1783805,2012-01-24 00:46:32
11492,1366099,2012-01-24 02:43:20
11492,1388772,2012-01-24 02:42:10
11492,1692000,2012-01-24 02:41:18
11492,1443539,2012-01-24 02:41:03
33016,1791245,2012-01-24 00:38:46
33016,1341887,2012-01-24 00:37:50
289203,335346,2012-01-24 02:08:31
33016,25404,2012-01-24 00:25:54
289203,216452,2012-01-24 01:45:59
33016,95827,2012-01-24 00:09:14
289203,84581,2012-01-24 00:59:48
289203,331877,2012-01-24 00:59:42
289203,80189,2012-01-24 00:57:25
289203,148542,2012-01-24 00:43:22
289203,772816,2012-01-23 23:46:20
19727,543767,2012-01-23 23:56:19
19727,400518,2012-01-23 23:52:36
1251,1359066,2012-01-24 01:50:16
49244,83846,2012-01-24 01:33:19
788,1791278,2012-01-24 02:47:32
49244,308829,2012-01-24 01:33:05
788,1791280,2012-01-24 02:46:56
788,421637,2012-01-24 02:42:35
158545,365985,2012-01-24 01:29:26
73624,96789,2012-01-24 01:39:24
73624,1407189,2012-01-24 00:24:50
73624,1477823,2012-01-24 00:19:30
66405,86217,2012-01-24 02:31:06
182335,216293,2012-01-24 02:36:26
11492,1070735,2012-01-24 02:48:55
66405,1499380,2012-01-24 00:50:45
33767,1348944,2012-01-24 02:46:54
216619,74125,2012-01-24 01:04:52
188467,1371983,2012-01-24 02:29:47
52268,1521216,2012-01-24 02:05:36
6834,480094,2012-01-24 02:52:48
6834,212671,2012-01-24 02:41:25
6834,472190,2012-01-24 01:40:56
6834,1383026,2012-01-24 01:36:25
106222,1410710,2012-01-24 01:11:17
833,237890,2012-01-24 02:34:11
833,276061,2012-01-24 02:11:50
10936,24332,2012-01-24 02:54:03
10936,1791384,2012-01-24 02:45:17
428,1116789,2012-01-24 02:25:43
22412,145752,2012-01-24 02:53:25
22412,1063466,2012-01-24 00:38:37
22412,99250,2012-01-24 00:28:04
22412,1539054,2012-01-23 23:55:24
5833,8964,2012-01-24 01:31:56
33988,1767959,2012-01-24 00:29:10
5833,16592,2012-01-24 01:23:39
1023,1791402,2012-01-24 02:56:10
1023,211507,2012-01-24 02:35:13
5833,92041,2012-01-24 00:26:11
1023,614,2012-01-24 02:23:49
1023,201686,2012-01-24 01:51:47
5833,1791408,2012-01-24 00:25:56
5833,452657,2012-01-24 00:25:53
5833,1418139,2012-01-24 00:23:46
5833,350987,2012-01-24 00:15:27
5833,25411,2012-01-24 00:08:32
208135,1791425,2012-01-24 00:20:35
427,1451013,2012-01-24 02:28:32
12968,301325,2012-01-24 02:52:44
29823,31392,2012-01-24 01:31:22
62025,1678697,2012-01-24 02:17:04
62025,470785,2012-01-24 01:39:21
62025,90776,2012-01-24 01:26:26
9133,364718,2012-01-24 01:25:46
62025,1362577,2012-01-24 01:04:43
62787,1411025,2012-01-24 02:18:52
220283,1791439,2012-01-24 01:54:00
62787,1312458,2012-01-24 00:55:14
220283,973872,2012-01-24 00:51:41
